,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,딥 임팩트 파이널,Earth's Final Hours,2011,캐나다,"액션,SF",주연,5000.0,1.0,5000.0,1.0
1,승리로 가는 길,Road to Victory,2007,"미국,캐나다",드라마,주연-안나 역역,,,,
