,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,더 데이: 최후의 심판,Day of Reckoning,2016,미국,"SF,액션,스릴러",주연,3000.0,1.0,3000.0,1.0
1,2012 : 슈퍼노바,2012: Supernova,2009,미국,"액션,SF",주연-로라역,,,,
2,그 남자에겐 뭔가 특별한 향기가 있다,F.A.R.T. The Movie,2002,미국,코미디,주연,,,,
3,조이라이더스,The Joyriders,1999,미국,드라마,주연,,,,
