,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,레디액션 청춘,The Youth,2014,한국,드라마,주연,22317300.0,2855.0,22317300.0,2855.0
1,플레이 걸,Play Girl,2014,한국,드라마,주연,,,,
2,흑산도,Black Mountain Island,2014,한국,액션,주연,,,,
3,짓,Jit,2013,한국,멜로/로맨스,주연,162540500.0,23052.0,162540500.0,23052.0
4,짓: 무삭제 감독판,Jit,2013,한국,"멜로/로맨스,드라마",주연,,,40000.0,10.0
5,외로워서 그랬어요,Stupid and Shallow,2012,한국,드라마,주연-희정역,,,,
6,U.F.O.,U.F.O.,2011,한국,"드라마,미스터리",조연-지현역,7129000.0,987.0,8518000.0,1240.0
