,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,"인간, 공간, 시간 그리고 인간","Human, Space, Time and Human",2018,한국,드라마,주연,,,,
1,엽기적인 그녀 2,My New Sassy Girl,2015,한국,"멜로/로맨스,코미디",조연,594260900.0,77124.0,594260900.0,77124.0
2,그리울 련,Amor,2015,한국,"판타지,멜로/로맨스",주연,2210000.0,429.0,2210000.0,429.0
3,프랑스 영화처럼,Like a French Film,2014,한국,드라마,단역,37782300.0,4881.0,37786300.0,4885.0
4,어떤이의 꿈,Life Is but an Empty Dream,2014,한국,드라마,주연,16971600.0,2090.0,16971600.0,2090.0
