,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,인스턴트 데스,Instant death,2017,미국,"액션,스릴러",주연,300000.0,60.0,300000.0,60.0
1,슈퍼히어로 어벤져,Avengers Grimm,2015,미국,"액션,어드벤처,판타지",주연,4000.0,1.0,4000.0,1.0
2,레인져,Liberty & Bash,1990,"이탈리아,미국",액션,조연,,,,
