,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,O양 비디오의 정사,Love of the female worker for O,2007,일본,성인물(에로),주연,270000,54,270000,54
1,소노코의 유혹정사,WIFE NEXT DOOR,2007,일본,성인물(에로),주연,30000,10,30000,10
