,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,형사; Duelist,The Duelist,2005,한국,"멜로/로맨스,액션",단역-홍등가 양반 역,0,1203146,5850959100,922680
