,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,더 크리스마스,The Star,2017,미국,"애니메이션,어드벤처",주연(목소리),486356000.0,65460.0,486356000.0,65460.0
1,뮤지컬 쉬 러브즈 미,She Loves Me,2016,미국,공연,주연,29324700.0,3982.0,29324700.0,3982.0
2,라푼젤,Tangled,2010,미국,"애니메이션,코미디,멜로/로맨스,가족",주연-플린 라이더역(목소리),10161464800.0,1011163.0,10191026500.0,1014595.0
3,스파이럴,Spiral,2007,미국,"드라마,스릴러",주연,,,,
