,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,누드모델과의 섹스,Bokudakeno Nood Model,2015,일본,"멜로/로맨스,드라마",주연,5000,1,5000,1
1,관음증,,2015,한국,멜로/로맨스,단역,2926000,559,2926000,559
2,원 컷 - 어느 친절한 살인자의 기록,A Record of Sweet Murder,2014,"한국,일본",공포(호러),주연,2790600,395,2790600,395
3,첫 경험,First Love,2012,일본,멜로/로맨스,주연,14000,2,19000,3
4,러브 모션,LOVE TRIANGLE,2012,일본,멜로/로맨스,주연,28000,4,28000,4
5,네이키드웨폰-사소리2,FEMALE PRISONER NO.701 SASORI VOL.2,2012,일본,"성인물(에로),액션",주연,30000,10,30000,10
6,젊은 자매와의 맛있는 섹스,Sandaime_ha_jyoshikeimusho,2010,일본,"멜로/로맨스,드라마",주연,100000,10,100000,10
