,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,미망인들: 거칠게 해줘요,Miboujin Oiroke Geshuku,2016,일본,"멜로/로맨스,드라마",주연,5000,1,5000,1
1,독신남자와 이웃집여자,Tonari no iroppoi hitozuma yokoyama mirei,2012,일본,"멜로/로맨스,드라마",주연,10000,1,10000,1
