,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,신주쿠 에로스,Unlucky Woman's Blues,2014,일본,성인물(에로),주연,50000.0,10.0,50000.0,10.0
1,슬립,"ZYUKUZYO, MIDARANI MIDARETE",2009,일본,성인물(에로),주연,,,,
2,음란한 가정교사: 쓰리섬,Onna katei kyoushi midarana yuugi,2007,일본,"멜로/로맨스,드라마",주연,10000.0,1.0,10000.0,1.0
