,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,딥워터 엘리게이터,freshwater,2016,미국,"공포(호러),SF",주연,3000.0,1.0,3000.0,1.0
1,대재앙,METEOR APOCALYPSE,2010,미국,어드벤처,주연,100000.0,20.0,100000.0,20.0
2,지구침략: 기계들의 반란,Shockwave,2006,미국,"액션,SF",주연,10000.0,2.0,10000.0,2.0
3,토네이도-악마의바람,Devil Winds,2003,"캐나다,미국","드라마,액션,SF",주연-피터 젠센 역역,,,,
4,하드레인 에볼루션,Killer Flood: The Day the Dam Broke,2003,미국,액션,주연,,,,
