,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,심판자들,Spearhead Effect,2017,미국,스릴러,주연,3000.0,1.0,3000.0,1.0
1,서스펜드 애니메이션,Suspended Animation,2001,미국,스릴러,주연,,,,
2,디얼리 디보티드,Devil In The Flesh,1998,미국,"공포(호러),범죄,스릴러",주연-피터 리낼디역,0.0,37.0,,
