,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,카페 느와르,Cafe Noir,2009,한국,"드라마,멜로/로맨스",단역-학예회 12인조오케스트라역,54925506,7070,58367900,7516
1,백만장자의 첫사랑,A Millionaire’s First Love,2006,한국,"멜로/로맨스,코미디",단역-공연합주단 아이들역,0,639596,3375971500,563023
