,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,도리화가,THE SOUND OF A FLOWER,2015,한국,"사극,드라마",주연-진채선역,2246950339,317505,2246950339,317505
1,건축학개론,Architecture 101,2012,한국,"멜로/로맨스,드라마",주연-과거 서연역,30219800500,4110645,30238893900,4113446
