,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,런치 위드 찰스,Lunch With Charles,2001,"홍콩,캐나다","코미디,멜로/로맨스",주연,,,,
1,월양적비밀,When I Fall In Love...With Both,2000,"홍콩,싱가포르","드라마,멜로/로맨스",주연,,,,
2,초시공애,Timeless Romance,1998,홍콩,"액션,코미디,범죄,판타지",주연,,,,
