,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,블러디쉐이크,Bloody Shake,2010,한국,"드라마,판타지,공포(호러),스릴러",주연-수경역,3351622.0,733.0,3299000.0,721.0
1,세번째 시선,If You Were Me 3,2006,한국,드라마,주연,0.0,3811.0,22405900.0,3651.0
2,장님은 무슨 꿈을 꿀까요,How Does the Blind Dream,2005,한국,"드라마,판타지,멜로/로맨스",주연,,,,
3,학교전설,Spooky School,1999,한국,공포(호러),주연-영주역,0.0,3503.0,,
