,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,술탄,Sultan,2016,"인도,헝가리","코미디,멜로/로맨스",주연,300000.0,44.0,314000.0,46.0
1,리디머: 최후의 심판자,Redeemer,2014,"칠레,미국","액션,범죄",주연,,,300000.0,60.0
2,미라지맨,Mirageman,2007,"칠레,미국","액션,범죄",주연-마코 역역,,,,
