,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,신은 죽지 않았다 3: 어둠 속의 빛,God's Not Dead: A Light in Darkness,2018,미국,드라마,주연,21714500.0,2821.0,589705600.0,74903.0
1,나의 그리스식 웨딩 2,My Big Fat Greek Wedding 2,2016,미국,코미디,주연,288215300.0,38305.0,288215300.0,38305.0
2,라모나 & 비저스,Ramona and Beezus,2010,미국,"코미디,가족,판타지",주연-로버트 큄비 역역,,,,
3,헤이트 발렌타인데이,I Hate Valentine'S Day,2009,미국,"멜로/로맨스,코미디",주연,127687241.0,16566.0,125682500.0,16302.0
4,드림랜드,Dreamland,2006,미국,드라마,주연,,,,
5,비거 댄 더 스카이,Bigger Than The Sky,2005,미국,"멜로/로맨스,코미디,드라마",주연,,,,
6,레이징 헬렌,Raising Helen,2004,미국,코미디,주연,0.0,10.0,67000.0,10.0
7,엘비스 해즈 레프트 더 빌딩,Elvis Has Left the Building,2004,"미국,영국,독일",코미디,주연,,,,
8,나의 그리스식 웨딩,My Big Fat Greek Wedding,2002,미국,"멜로/로맨스,코미디",주연,0.0,165000.0,,
9,프랜서,Prancer Returns,2001,"캐나다,미국","가족,드라마",주연,,,,
10,싱크홀,Sinkhole,2000,"캐나다,미국","액션,어드벤처",주연,,,,
11,비지터 X 4,The Visitor,1999,미국,"드라마,SF",주연,,,,
