,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,시간을 달려서,Ventoux,2015,네덜란드,"코미디,드라마",주연-로라역,250000,50,250000.0,50.0
1,킹스 데이,Kings For A Day,1996,프랑스,코미디,주연,0,149,,
2,하얀 외침 검은 태양,La Brasier,1991,프랑스,드라마,주연,0,744,,
