,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,레디액션 청춘,The Youth,2014,한국,드라마,주연,22317300.0,2855.0,22317300.0,2855.0
1,소문,,2014,한국,드라마,주연,,,,
