,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,정글,Jungle,2017,"호주,콜롬비아","액션,어드벤처,드라마,스릴러",주연,24788300,3043,24788300,3043
1,블러디,Blood in the water,2016,미국,"미스터리,스릴러",주연,270000,54,270000,54
2,크로니클,Chronicle,2012,미국,"액션,스릴러",주연-맷 게레티 역,2884776000,384398,2884776000,384398
