,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,언유주얼 서스펙트,The Suspect,2014,미국,스릴러,주연,300000.0,60.0,300000.0,60.0
1,프리덤,Freedom,2014,미국,"드라마,가족",주연,737817100.0,106241.0,738372100.0,106483.0
2,리들,Riddle,2013,미국,"미스터리,스릴러",주연,8000.0,1.0,8000.0,1.0
3,굿바이 버클리,Greetings from Tim Buckley,2012,미국,드라마,주연,15817700.0,2084.0,15817700.0,2084.0
4,원나잇 크라임,Reach The Rock,1998,미국,"코미디,드라마",주연,,,,
5,다이 하드 2,Die Hard 2,1990,미국,액션,주연,0.0,651009.0,,
