,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,K 미싱 킹즈,K Missing Kings,2014,일본,애니메이션,주연(목소리),11637000.0,1509.0,11637000.0,1509.0
1,신이 없는 일요일,,2013,일본,애니메이션,주연-헌프니 헌버트 목소리 역역(목소리),,,,
