,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,인페르노 타워,The Crystal Inferno,2017,프랑스,스릴러,주연,5000.0,1.0,5000.0,1.0
1,얼라이브,Numb,2015,캐나다,"미스터리,스릴러",주연,849000.0,130.0,849000.0,130.0
2,톰과 제리 로빈훗,Tom and Jerry: Robin Hood and His Merry Mouse,2012,미국,"애니메이션,코미디,가족",주연-로빈 후드 목소리역(목소리),,,,
