,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,하몽하몽 서울,Jamon Jamon Seoul,1994,한국,"드라마,멜로/로맨스,성인물(에로)",주연,0,650,,
1,복카치오 92,Boccaccio '92,1992,한국,"성인물(에로),드라마,멜로/로맨스",주연,0,13847,,
