,영화명,영화명(영문),제작연도,제작국가,장르,역할,공식통계 매출액,공식통계 관객수,KOBIS통계 매출액,KOBIS통계 관객수
0,깡치,Kkangchi,2016,한국,액션,주연,1572000.0,241.0,1572000.0,241.0
1,도리화가,THE SOUND OF A FLOWER,2015,한국,"사극,드라마",단역-궁중화가역,2246950339.0,317505.0,2246950339.0,317505.0
2,스케치,Sketch,2014,한국,"멜로/로맨스,드라마",단역-큐레이터역,10690500.0,1483.0,10690500.0,1483.0
3,연애의 온도,Very Ordinary Couple,2012,한국,"멜로/로맨스,코미디",단역-여자 은행원3역,13798864446.0,1865195.0,13800120446.0,1865354.0
4,괜찮아,It's Okay,2009,한국,드라마,조연,,,,
