movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors/0/peopleNm,directors/1/peopleNm,companys/0/companyCd,companys/0/companyNm,directors/2/peopleNm,companys/1/companyCd,companys/1/companyNm,companys/2/companyCd,companys/2/companyNm,directors/3/peopleNm,companys/3/companyCd,companys/3/companyNm
20145129,8광구: 몬스터의 부활,The Rig,2010,20141223,장편,개봉,미국,"SF,공포(호러)",미국,SF,피터 애튼시오,,,,,,,,,,,
20145082,살인병기,A Certain Justice,2014,20141223,장편,개봉,미국,액션,미국,액션,지오지오 세라피니,,,,,,,,,,,
20145127,라스트건맨,No Saints for Sinners,2011,20141223,장편,개봉,미국,"액션,범죄",미국,액션,나단 프란콥스키,,,,,,,,,,,
20070006,뜨겁게 젖은 사케의 비밀,"Wet, Hot, Sake",1996,20141223,장편,개봉,일본,"드라마,멜로/로맨스",일본,드라마,니시야마 요이치,,,,,,,,,,,
20145241,랜드 오브 베어스,Land of the Bears,2014,20141222,장편,개봉,프랑스,다큐멘터리,프랑스,다큐멘터리,기욤 뱅상,,,,,,,,,,,
20144502,자바히트: 살인면허,Java Heat,2013,20141218,장편,개봉,미국,"액션,드라마,범죄",미국,액션,코너 알린,,,,,,,,,,,
20144941,스페이스 배틀쉽,Prometheus Trap,2012,20141218,장편,개봉,미국,SF,미국,SF,앤드류 벨웨어,,,,,,,,,,,
20144942,스티븐시걸의 굿맨,A Good Man,2014,20141218,장편,개봉,미국,액션,미국,액션,키오니 왁스먼,,,,,,,,,,,
20144981,징기스칸: 지살령,An End to Killing,2012,20141218,장편,개봉,"중국,한국,일본","드라마,전쟁,사극",중국,드라마,왕평,,,,,,,,,,,
20144937,파라노말 이니테이션,Paranormal Initiation,2011,20141218,장편,개봉,미국,공포(호러),미국,공포(호러),다린 스콧,,,,,,,,,,,
20144935,살인의 기억,The Last Death,2011,20141218,장편,개봉,멕시코,SF,멕시코,SF,다비드 루이즈,,,,,,,,,,,
20149679,당신의 벽이 속삭일때,Whispers Behind the Wall,2013,20141218,장편,개봉,독일,스릴러,독일,스릴러,그르제고르즈 무스칼라,,,,,,,,,,,
20144871,가정부와의 불륜,MY LOVELY MAID “DIRTY SERVICE”,2010,20141217,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,오쿠 와타루,,,,,,,,,,,
20144936,프라이빗섹스,The Private Lesson –Blue Time-,2010,20141217,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,모리카쿠 타케유키,,,,,,,,,,,
20144221,플라이트 7500,7500,2014,20141216,장편,개봉,미국,"미스터리,공포(호러)",미국,미스터리,시미즈 다카시,,,,,,,,,,,
20143982,옹박: 리턴즈 오브 레전드,The Protector 2,2013,20141211,장편,개봉,태국,액션,태국,액션,프라챠 핀카엡,,,,,,,,,,,
20144529,음란하게 짜릿하게,PACHINKER EXPLOSION,2010,20141211,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,니이쟈토 모사쿠,,,,,,,,,,,
20144504,변종샤크,Swamp Shark,2011,20141211,장편,개봉,미국,"SF,스릴러",미국,SF,그리프 퍼스트,,,,,,,,,,,
20144382,창녀와 크리스마스,TRAUMLAND,2013,20141210,장편,개봉,"스위스,독일",드라마,스위스,드라마,페트라 비온디아 볼페,,,,,,,,,,,
20144702,클라우트로포비아: 폐소공포증,Claustrofobia,2011,20141209,장편,개봉,네덜란드,"공포(호러),스릴러",네덜란드,공포(호러),바비 보어만스,,,,,,,,,,,
20144201,일본범죄사 위조의쾌락,nihonhanzaishi gizonokairaku,2012,20141206,장편,개봉,일본,"범죄,드라마,멜로/로맨스",일본,범죄,스에나가 켄,,,,,,,,,,,
20144582,크리스마스 스타,Journey to the Christmas Star,2012,20141204,장편,개봉,노르웨이,"어드벤처,가족,판타지",노르웨이,어드벤처,닐스 가우프,,,,,,,,,,,
20143981,세인트 앤 솔저: 최강전차부대,Saints and Soldiers: The Void,2014,20141204,장편,개봉,미국,"액션,드라마,전쟁",미국,액션,라이언 리틀,,,,,,,,,,,
20143662,데빌스 노트,Devil's Knot,2013,20141204,장편,개봉,미국,"범죄,스릴러",미국,범죄,아톰 에고이안,,,,,,,,,,,
20128610,앙상블,Ensemble,2012,20141218,장편,개봉,한국,"드라마,다큐멘터리",한국,드라마,이종필,,20143448,길스토리,,,,,,,,
20144362,신화 라이브 3D 더 레전드 컨티뉴스,SHINHWA LIVE 3D-THE LEGEND CONTINUES,2014,20141211,장편,개봉,한국,"공연,다큐멘터리",한국,공연,손석,,20137715,KBS 미디어,,20140731,(주)이오콘텐츠,,,,,
20144531,한민족 그리고 조선족,,2014,20141210,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,전화성,,20143348,한국YWCA연합회,,20122500,크리에이티브컴즈(주),,,,,
20144521,뽕2014,,2014,20141211,장편,개봉,한국,드라마,한국,드라마,공자관,,20139616,밀크픽처스,,,,,,,,
20149686,고딩감독,The Dirties,2013,20141218,장편,개봉,캐나다,"코미디,드라마",캐나다,코미디,맷 존슨,,,,,,,,,,,
20145401,외계인들,,2014,20141231,장편,개봉,한국,"코미디,미스터리,SF",한국,코미디,김한규,손병희,20143028,한손필름,,,,,,,,
20148394,러브멘토,,2014,20140417,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,신혜성,,20143334,스카이동,,,,,,,,
20147885,나가요 미스콜,,2013,20140313,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,한동호,,20143334,스카이동,,,,,,,,
20140112,떡,,2014,20140806,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,이영인,,20063099,(주)케이알씨지,,,,,,,,
20141963,나는 야한 여자가 좋다 2,eroticwoman2,2014,20141001,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김봉은,,20137595,드림로드,,,,,,,,
20149771,중독애,,2013,20140716,장편,개봉,한국,"멜로/로맨스,드라마,스릴러",한국,멜로/로맨스,한소준,,20063099,(주)케이알씨지,,,,,,,,
20141561,먹이사슬,food chain,2014,20140917,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,한동호,,20142128,주식회사 비엠미디어,,20143334,스카이동,,,,,
20143101,정사,,2014,20141030,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,김정환,,20140745,펀펀한영화사,,,,,,,,
20143666,울언니,,2014,20141204,장편,개봉,한국,"드라마,스릴러",한국,드라마,이제락,,20143330,(주)제이록스 필름,,,,,,,,
20140081,밀애,,2014,20140724,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,김인규,김민준,20140745,펀펀한영화사,,,,,,,,
20143602,일곱난쟁이,The 7th Dwarf,2014,20141224,장편,개봉,독일,"애니메이션,어드벤처,가족",독일,애니메이션,헤랄드 지페르만,,,,,,,,,,,
20145260,미싱 윌리엄,Missing William,2014,20141229,장편,개봉,미국,드라마,미국,드라마,켄 맥래,,,,,,,,,,,
20149020,깨끗하고 연약한,Beyond the Memories,2013,20141030,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,신조 타케히코,,,,,,,,,,,
20141107,"소년, 소녀 그리고 바다",Still the Water,2014,20141009,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,가와세 나오미,,,,,,,,,,,
20143422,숲속으로,Into the Woods,2014,20141224,장편,개봉,미국,뮤지컬,미국,뮤지컬,롭 마샬,,,,,,,,,,,
20142421,"러브, 로지","Love, Rosie",2014,20141210,장편,개봉,"영국,독일","코미디,멜로/로맨스",영국,코미디,크리스티안 디터,,,,,,,,,,,
20140226,호빗: 다섯 군대 전투,The Hobbit: The Battle of the Five Armies,2014,20141217,장편,개봉,"미국,뉴질랜드","어드벤처,판타지",미국,어드벤처,피터 잭슨,,,,,,,,,,,
20144940,정자왕 3D,3D NAKED AMBITION,2014,20141218,장편,개봉,홍콩,코미디,홍콩,코미디,,,,,,,,,,,,
20144281,톰과 제리 아카데미 가다,TOM AND JERRY,2014,20141211,장편,개봉,미국,애니메이션,미국,애니메이션,조셉 바바라,윌리엄 한나,,,,,,,,,,
20145001,비호외전,EXTREME FOX,2013,20141218,장편,개봉,중국,"판타지,액션,코미디",중국,판타지,전승위,,,,,,,,,,,
20144783,로스트 크리스마스,Lost Christmas,2011,20141218,장편,개봉,영국,드라마,영국,드라마,존 헤이,,,,,,,,,,,
20141901,대공습,Into the White,2012,20140925,장편,개봉,노르웨이,"전쟁,액션,드라마",노르웨이,전쟁,페테르 내스,,,,,,,,,,,
20142083,태극권 2014 : 어전시위,THE GUARDSMAN,2013,20141002,장편,개봉,중국,액션,중국,액션,지아오 시아오유,,,,,,,,,,,
20140823,소림사 2014,The Wrath of Vajra,2013,20140828,장편,개봉,중국,"드라마,액션,판타지",중국,드라마,나영창,,,,,,,,,,,
20141132,샤크어택,Avalanche Sharks,2013,20140904,장편,개봉,캐나다,"액션,공포(호러),SF",캐나다,액션,스콧 휠러,,,,,,,,,,,
20140118,삼총사 2014,The Three Musketeers,2012,20140807,장편,개봉,러시아,어드벤처,러시아,어드벤처,세르게이 지노프,,,,,,,,,,,
20135654,헤멜,Hemel,2012,20141127,장편,개봉,네덜란드,드라마,네덜란드,드라마,사샤 폴락,,,,,,,,,,,
20142084,해커스,Paris under watch,2012,20141001,장편,개봉,프랑스,스릴러,프랑스,스릴러,세드릭 히메네즈,,,,,,,,,,,
20140456,에코,Earth To Echo,2014,20141008,장편,개봉,미국,"SF,어드벤처",미국,SF,데이브 그린,,,,,,,,,,,
20142689,오토마타,Automata,2014,20141023,장편,개봉,"스페인,미국","SF,스릴러",스페인,SF,가베 이바네즈,,,,,,,,,,,
20143021,원피스 : 에피소드 오브 나미 ~항해사의 눈물과 동료의 인연~,ONE PIECE : Episode of Nami,2012,20141106,장편,개봉,일본,"애니메이션,판타지,어드벤처",일본,애니메이션,토코로 카츠미,,,,,,,,,,,
20142503,갈증,The World of Kanako,2014,20141204,장편,개봉,일본,"범죄,드라마,미스터리",일본,범죄,나카시마 테츠야,,,,,,,,,,,
20143315,테레즈 데케루,Therese Desqueyroux,2012,20141204,장편,개봉,프랑스,드라마,프랑스,드라마,끌로드 밀러,,,,,,,,,,,
19848092,에너미라인,Lassiter,1984,20141211,장편,개봉,미국,액션,미국,액션,로저 영,,,,,,,,,,,
20149387,아너,Honour,2014,20141211,장편,개봉,영국,"액션,스릴러",영국,액션,샨 칸,,,,,,,,,,,
20144324,스페이스 독 2,Space Dogs 2,2014,20141211,장편,개봉,러시아,"애니메이션,어드벤처,코미디,가족",러시아,애니메이션,이나 예블라니코바,알렉산더 크람초프,,,바딤 소츠코프,,,,,,,
20148996,파커,Parker,2013,20141210,장편,개봉,미국,"범죄,액션",미국,범죄,테일러 핵포드,,,,,,,,,,,
20149959,몽키킹: 손오공의 탄생,The Monkey King,2013,20141210,장편,개봉,중국,"판타지,액션,어드벤처",중국,판타지,정보서,,,,,,,,,,,
20142741,혼스,Horns,2014,20141127,장편,개봉,미국,"판타지,스릴러",미국,판타지,알렉산더 아야,,,,,,,,,,,
20142201,레일웨이 맨,The Railway Man,2013,20141111,장편,개봉,영국,드라마,영국,드라마,조나단 텝리츠키,,,,,,,,,,,
20140842,엑소더스: 신들과 왕들,Exodus: Gods and Kings,2014,20141203,장편,개봉,"미국,영국,스페인",드라마,미국,드라마,리들리 스콧,,,,,,,,,,,
20143575,보이드 갱,Edwin Boyd: Citizen Gangster,2011,20141204,장편,개봉,미국,"범죄,드라마",미국,범죄,나단 몰랜도,,,,,,,,,,,
20144270,모텔 라이프,The Motel Life,2012,20141204,장편,개봉,미국,"드라마,미스터리,스릴러",미국,드라마,앨런 폴스키,가베 폴스키,,,,,,,,,,
20143314,꼬마 잠수함 올리 2,Dive Olly Dive : Happy Little Submarines,2012,20141204,장편,개봉,미국,애니메이션,미국,애니메이션,밥 두셋,,,,,,,,,,,
20143325,토마스와 친구들: 잃어버린 왕관,Thomas & Friends: King of the Railway,2013,20141113,장편,개봉,영국,애니메이션,영국,애니메이션,롭 실베스트리,,,,,,,,,,,
20142481,왓 이프,What If,2013,20141113,장편,개봉,"아일랜드,캐나다","코미디,드라마,멜로/로맨스",아일랜드,코미디,마이클 도즈,,,,,,,,,,,
20142321,울브스,Wolves,2014,20141113,장편,개봉,미국,"판타지,액션",미국,판타지,데이비드 헤이터,,,,,,,,,,,
20142023,아더 우먼,The Other Woman,2014,20141113,장편,개봉,미국,"코미디,멜로/로맨스",미국,코미디,닉 카사베츠,,,,,,,,,,,
20140425,나를 찾아줘,Gone Girl,2014,20141023,장편,개봉,미국,스릴러,미국,스릴러,데이빗 핀처,,,,,,,,,,,
20142301,박스트롤,The Boxtrolls,2014,20141106,장편,개봉,미국,"애니메이션,가족,어드벤처,코미디",미국,애니메이션,그레이엄 애나블,안소니 스타치,,,,,,,,,,
20142843,꾸뻬씨의 행복여행,Hector and the Search for Happiness,2014,20141127,장편,개봉,"영국,독일,캐나다,남아프리카공화국","어드벤처,드라마",영국,어드벤처,피터 첼섬,,,,,,,,,,,
20140402,헝거게임: 모킹제이,The Hunger Games: Mockingjay - Part 1,2014,20141120,장편,개봉,미국,"어드벤처,SF,스릴러",미국,어드벤처,프란시스 로렌스,,20104247,라이온스 게이트 필름즈,,,,,,,,
20149287,덤 앤 더머 투,Dumb and Dumber To,2014,20141127,장편,개봉,미국,코미디,미국,코미디,바비 패럴리,피터 패럴리,,,,,,,,,,
20140694,퓨리,Fury,2014,20141120,장편,개봉,"미국,영국","액션,드라마,전쟁",미국,액션,데이비드 에이어,,,,,,,,,,,
20143391,신입사원 세츠코,The secret lips which provoke it,2004,20141126,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 나오토,,,,,,,,,,,
20144103,관능소설2-애증,SENSUAL NOVELⅡ,2007,20141126,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카마키 료타,,,,,,,,,,,
20143392,가슴 사무라이-이단의 역습,CHANBARA STRIP TEASE,2009,20141126,장편,개봉,일본,성인물(에로),일본,성인물(에로),히로세 료우,,,,,,,,,,,
20143629,타락한 여자,hangure no onna,2013,20141120,장편,개봉,일본,"액션,멜로/로맨스",일본,액션,아사히 마사시,,,,,,,,,,,
20143390,초왕가슴 미녀의 고민,BUKKAKE,2009,20141119,장편,개봉,일본,성인물(에로),일본,성인물(에로),이치세 유지,,,,,,,,,,,
20143384,옆집 남편과의 밀애,THE NEXT HOUSING COMPLEX WIFE,2008,20141105,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 이쿠토,,,,,,,,,,,
20143389,순수의 신부-우리 신랑은,PURE BRIDE,2006,20141119,장편,개봉,일본,성인물(에로),일본,성인물(에로),히로타 미키오,,,,,,,,,,,
20143385,사랑에 빠지면 알게 되는 것들,NINE THREE QUARTER,2012,20141112,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,린슈,,,,,,,,,,,
20143388,노리개 강사 히카루,Pirating Amateur Pix,2010,20141119,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 이쿠토,,,,,,,,,,,
20143383,낮과 밤-넘버 원,AN OLDER SISTER IS A NEW EMPLOYEE,2011,20141105,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 이쿠토,,,,,,,,,,,
20143387,관능소설-색의 절정,SENSUAL NOVEL,2007,20141112,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카마키 료타,,,,,,,,,,,
20149061,레이드 2,The Raid 2: Berandal,2014,20140709,장편,개봉,"인도네시아,미국","액션,범죄,스릴러",인도네시아,액션,가렛 에반스,,,,,,,,,,,
20147615,마약전쟁,Drug War,2013,20140213,장편,개봉,홍콩,"범죄,액션,드라마,스릴러",홍콩,범죄,두기봉,,,,,,,,,,,
20144191,정사: 위험한 성적유희,,2014,20141127,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이민환,,20063099,(주)케이알씨지,,,,,,,,
20122003,위 아더 나이트,We Are The Night,2010,20141127,장편,개봉,독일,"판타지,공포(호러),멜로/로맨스",독일,판타지,데니스 간젤,,,,,,,,,,,
20142888,불륜섹스,EROTAN,2006,20141127,장편,개봉,일본,드라마,일본,드라마,다케호라 데츠야,,,,,,,,,,,
20143744,두 자매의 섹스 다이어리,"Confinement ""Sister Teachers""",2010,20141127,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,오쿠 와타루,,,,,,,,,,,
20144003,넥스트 투모로우 2,100° BELOW ZERO,2013,20141127,장편,개봉,미국,"액션,SF",미국,액션,R.D. 브라운슈타인,,,,,,,,,,,
20143743,꽃과 뱀의 비밀정사,Flowers and Snakes - Incense of Corruption,2010,20141126,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,사이토 카즈오,,,,,,,,,,,
20141782,가디언스,Guardians,2012,20141124,장편,개봉,독일,"액션,범죄",독일,액션,틸 슈바이거,,,,,,,,,,,
20143664,꽃과 뱀 3,Flower&Snake 3,2010,20141120,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,나리타 유스케,,,,,,,,,,,
20143401,윌리엄 텔,Guillaume Tell,2013,20141122,장편,개봉,독일,공연,독일,공연,그레이엄 빅,,,,,,,,,,,
20143284,워 호스,War Horse,2014,20141122,장편,개봉,영국,"공연,전쟁,드라마",영국,공연,톰 모리스,마리안느 앨리엇,,,,,,,,,,
20143681,몬스터 울프,Monsterwolf,2010,20141120,장편,개봉,미국,"판타지,공포(호러)",미국,판타지,토도 채프카노브,,,,,,,,,,,
20143701,어린 유부녀의 성적유희,"Kimono ""The Diaries of Married Women""",2010,20141119,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,타무라 타카유키,,,,,,,,,,,
20143801,나쁜 여자는 맛있다,EVIL WOMAN,2014,20141119,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,조우 사다오,,,,,,,,,,,
20143702,"금지된 섹스, 스와핑","Forbidden: Swingers ""The Swapping Game""",2010,20141119,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,이시카와 지로,,,,,,,,,,,
20143661,브룩클린스 파이니스트,Brooklyn's Finest,2009,20141113,장편,개봉,미국,"액션,드라마,범죄,스릴러",미국,액션,안톤 후쿠아,,,,,,,,,,,
20143601,에이리언 스카이라인,Alien Dawn,2012,20141113,장편,개봉,미국,"액션,SF",미국,액션,닐 존슨,,,,,,,,,,,
20143573,백여우 전설,The Fox Lover,2013,20141113,장편,개봉,중국,"판타지,액션",중국,판타지,우조양,,,,,,,,,,,
20143667,콜드 인 줄라이,Cold in July,2014,20141127,장편,개봉,"미국,프랑스","드라마,스릴러",미국,드라마,짐 미클,,,,,,,,,,,
20149698,고양이 사무라이,Samurai Cat,2014,20141127,장편,개봉,일본,"코미디,액션",일본,코미디,야마구치 요시타카,,,,,,,,,,,
20140141,아메리칸 저스티스,American Justice,2014,20141125,장편,개봉,미국,"액션,범죄",미국,액션,드미트리어스 나바로,,,,,,,,,,,
19828179,메가포스 군단,Megaforce,1982,20141119,장편,개봉,미국,"SF,액션",미국,SF,할 니담,,,,,,,,,,,
20143688,룸13,The Bag Man,2014,20141113,장편,개봉,미국,"범죄,액션,스릴러",미국,범죄,데이빗 그로빅,,,,,,,,,,,
20149699,괴테스쿨의 사고뭉치들,Suck Me Shakespeer,2013,20141120,장편,개봉,독일,코미디,독일,코미디,보라 닥테킨,,,,,,,,,,,
20143665,에이리언 스페이스,Dark Space,2013,20141120,장편,개봉,미국,"SF,액션",미국,SF,에멧 카리난,,,,,,,,,,,
20142963,스타빙 게임,The Starving Games,2013,20141120,장편,개봉,미국,"코미디,판타지,액션",미국,코미디,제이슨 프레드버그,아론 셀처,,,,,,,,,,
20143641,더 덴,The Den,2013,20141120,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),재커리 도노휴,,,,,,,,,,,
20147625,달라스 바이어스 클럽,Dallas Buyers Club,2013,20140306,장편,개봉,미국,드라마,미국,드라마,장 마크 발레,,,,,,,,,,,
20143690,파이터: 죽음의 토너먼트,Arena of the Street Fighter ,2012,20141118,장편,개봉,독일,액션,독일,액션,마이크 뮐러,,,,,,,,,,,
20142883,크레이브,Crave,2012,20141118,장편,개봉,미국,"드라마,스릴러",미국,드라마,찰스 데 라우지리카,,,,,,,,,,,
20149648,카니발,Cannibal,2013,20141103,장편,개봉,"스페인,루마니아,러시아,프랑스",스릴러,스페인,스릴러,마누엘 마틴 쿠엔카,,,,,,,,,,,
20143386,누드 모델의 고백,OUT OF CONTROL,2014,20141112,장편,개봉,일본,성인물(에로),일본,성인물(에로),,,,,,,,,,,,
20149587,스테레오,Stereo,2014,20141030,장편,개봉,독일,스릴러,독일,스릴러,맥시밀리언 엘렌와인,,,,,,,,,,,
20140097,2014 베를린 필하모닉 발트뷔네 콘서트,Waldbuhne Concert 2014,2014,20140804,장편,개봉,독일,공연,독일,공연,구스타보 두다멜,,,,,,,,,,,
20149402,카프리치오,Capriccio,2013,20140705,장편,개봉,독일,공연,독일,공연,마르코 아르투로 마렐리,,,,,,,,,,,
20148390,라보엠,La Boheme,2012,20140419,장편,개봉,독일,공연,독일,공연,리카르도 샤이,,,,,,,,,,,
20149142,돈 카를로,Don Carlo,2013,20140531,장편,개봉,독일,공연,독일,공연,피터 스테인,,,,,,,,,,,
20141441,앵그리스트 맨,The Angriest Man in Brooklyn,2014,20141030,장편,개봉,미국,드라마,미국,드라마,필 알덴 로빈슨,,,,,,,,,,,
20141961,내가 잠들기 전에,Before I go to sleep,2014,20141030,장편,개봉,영국,"미스터리,스릴러",영국,미스터리,로완 조페,,,,,,,,,,,
20142444,나의 멋진 친구들,The importance of tying your own shoes,2011,20141023,장편,개봉,스웨덴,"코미디,드라마",스웨덴,코미디,레나 코펠,,,,,,,,,,,
20149756,틴토 브라스의 모든 것,Is Tinto Brass,2014,20141029,장편,개봉,이탈리아,다큐멘터리,이탈리아,다큐멘터리,마시밀라노 자닌,,,,,,,,,,,
20142341,웨스턴 리벤지,The Salvation,2014,20141030,장편,개봉,"덴마크,영국,남아프리카공화국","액션,서부극(웨스턴)",덴마크,액션,크리스티안 레브링,,,,,,,,,,,
20149878,행복배달부 팻아저씨,Postman Pat: The Movie,2014,20141009,장편,개봉,"영국,미국",애니메이션,영국,애니메이션,마이크 디사,,,,,,,,,,,
20141781,꼬마잠수함 올리,Dive Olly Dive and The Pirate Treasure,2013,20141016,장편,개봉,중국,"애니메이션,어드벤처",중국,애니메이션,헤 질리,,,,,,,,,,,
20137361,미요리의 숲,Miyori no Mori,2007,20140819,장편,개봉,일본,애니메이션,일본,애니메이션,야마모토 니조우,,,,,,,,,,,
20149099,더 기버: 기억전달자,The Giver,2014,20140820,장편,개봉,미국,"SF,드라마,판타지",미국,SF,필립 노이스,,,,,,,,,,,
20070349,틴토 브라스의 아모르,Mon Amour,2005,20141113,장편,개봉,이탈리아,멜로/로맨스,이탈리아,멜로/로맨스,틴토 브라스 ,,,,,,,,,,,
20149645,치어리더는 모두 죽는다,All Cheerleaders Die,2013,20141113,장편,개봉,미국,스릴러,미국,스릴러,럭키 맥키,크리스 시버트슨,,,,,,,,,,
20143590,넥스트 제네레이션 패트레이버4,,2014,20141113,장편,개봉,일본,"액션,SF",일본,액션,오시이 마모루,,,,,,,,,,,
20141028,정글히어로,Jungle Shuffle,2014,20141002,장편,개봉,한국,애니메이션,한국,애니메이션,박태동,마우리시오 드 라 오르타,20100813,원더월드 스튜디오,,20100807,(주)디씨지플러스,,,,,
20143571,폭렬성시,Rule#1,2008,20141112,장편,개봉,"홍콩,싱가포르",액션,홍콩,액션,캘빈 통,,,,,,,,,,,
20143570,다이노슈퍼게이터,Dinocroc vs. Supergator,2010,20141112,장편,개봉,미국,SF,미국,SF,짐 위노스키,,,,,,,,,,,
20142799,1000 : 최후의 전사들,Myn Bala : Warriors of the Steppe,2012,20141112,장편,개봉,카자흐스탄,"액션,어드벤처",카자흐스탄,액션,아칸 사타예브,,,,,,,,,,,
20143393,신선조-혈풍,Shinsengumi,2013,20141106,장편,개봉,일본,"액션,드라마",일본,액션,츠지 히로유키,,,,,,,,,,,
20142068,런어웨이 걸,Hick,2011,20141030,장편,개봉,미국,"코미디,드라마",미국,코미디,데릭 마티니,,,,,,,,,,,
20141401,쎄븐 플로어,7th FLOOR,2013,20140915,장편,개봉,스페인,스릴러,스페인,스릴러,파트시 아메즈쿠아,,,,,,,,,,,
20143563,양키 아이돌,YANKEE IDOL,2012,20141106,장편,개봉,일본,"코미디,드라마,멜로/로맨스",일본,코미디,조조 히데오,,,,,,,,,,,
20147952,아웃사이더,OUTSIDER,2014,20140724,장편,개봉,한국,드라마,한국,드라마,김문옥,,20063230,스마일픽쳐스,,,,,,,,
20149950,관계,HARU,2014,20140827,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,김명서,,20138575,브릿지웍스 엔터테인먼트(주),,20100355,주식회사 루믹스미디어,,,,,
20140164,분신사바-저주의 시작,Bunshinsaba,2012,20140930,장편,개봉,중국,"스릴러,공포(호러)",중국,스릴러,안병기,,,,,,,,,,,
20142030,후배의 뜨거운 사랑,WAY OF LOVING OF THE WOMAN OF ADULT,2008,20141008,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 이쿠토,,,,,,,,,,,
20142034,온천탕 애욕정사,LUST CIRCUMSTANCES OF THE INDECENT WIFE,2009,20141001,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 나오토,,,,,,,,,,,
20142028,아내들의 즐거운 알바,PART-TIME OF THE SECRET HONEY,2011,20141015,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 이쿠토,,,,,,,,,,,
20142033,끝장난 간호사-변태 간호 실습,THE BODY WHICH GETS WET,2008,20141001,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 이쿠토,,,,,,,,,,,
20140085,금단의 꽃: 수치심,FLOWER ARRANGEMENT MASTER,2009,20141001,장편,개봉,일본,성인물(에로),일본,성인물(에로),이시카와 히토시,,,,,,,,,,,
20142441,드라큘라 2014,Dracula: Reborn,2012,20141007,장편,개봉,미국,"SF,판타지,스릴러",미국,SF,패트릭 맥마너스,,,,,,,,,,,
20133922,마이 보이,My Boy,2013,20140410,장편,개봉,한국,"가족,드라마",한국,가족,전규환,,20062557,(주)트리필름,,,,,,,,
20142885,어덜트 월드,Adult World,2013,20141030,장편,개봉,미국,"드라마,코미디",미국,드라마,스콧 코페이,,,,,,,,,,,
20142024,지독한 동거-꿈속의 정사,DOLL TRANSPARENT GIRL,2014,20141029,장편,개봉,일본,성인물(에로),일본,성인물(에로),카네다 사토시,,,,,,,,,,,
20142143,원장이 오기전에-그놈의 협박,THE WIFE WHO DIES IN FRONT OF THE HUSBAND,2008,20141029,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 이쿠토,,,,,,,,,,,
20142025,야한 부인의 유혹,Wife In the Sights: Her Inerasable Past,2008,20141029,장편,개봉,독일,성인물(에로),독일,성인물(에로),한 헤이타로,,,,,,,,,,,
20143281,야쿠자-피의 전쟁,BLACK FACE,2013,20141029,장편,개봉,일본,액션,일본,액션,야마가 타카유키,,,,,,,,,,,
20143282,신선조-낭인,SHINSENGUMI KANKETUHEN,2013,20141029,장편,개봉,일본,액션,일본,액션,츠지 히로유키,,,,,,,,,,,
20142501,아라벨라,Arabella,2014,20141025,장편,개봉,독일,공연,독일,공연,크리스티안 틸레만,,,,,,,,,,,
20142887,엔드오브왓치: NYPD  ,THE CURSE,2013,20141023,장편,개봉,미국,액션,미국,액션,알렉스 메소네트,,,,,,,,,,,
20142886,어웨이큰: 원혼의 부활 ,AWAKENED,2013,20141023,장편,개봉,미국,"미스터리,스릴러",미국,미스터리,아르노 말라론,조이슬린 잉글,,,,,,,,,,
