movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors/0/peopleNm,directors/1/peopleNm,companys/0/companyCd,companys/0/companyNm,directors/2/peopleNm,companys/1/companyCd,companys/1/companyNm,companys/2/companyCd,companys/2/companyNm,directors/3/peopleNm,companys/3/companyCd,companys/3/companyNm
20148588,미조,Mizo,2013,20141002,장편,개봉,한국,드라마,한국,드라마,남기웅,,20137976,진이엔터테인먼트,,20101135,(주)씨타마운틴픽쳐스,20062900,영화사 민들레,,,
20148745,좋은 친구들,Confession,2014,20140710,장편,개봉,한국,"범죄,드라마",한국,범죄,이도윤,,20100410,오퍼스픽쳐스,,20063037,굿초이스컷픽쳐스(주),,,,,
20137564,파티51,51+,2013,20141211,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,정용택,,20143335,51+ 필름 ,,,,,,,,
20133641,경주,Gyeong-ju,2014,20140612,장편,개봉,한국,"드라마,코미디,멜로/로맨스",한국,드라마,장률,,20122471,(주)인벤트스톤,,20100933,(주)률필름,,,,,
20148623,블랙딜,Black Deal,2014,20140703,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이훈규,,20063002,(주)인디플러그,,,,,,,,
20141621,마미,Mommy,2014,20141218,장편,개봉,"캐나다,프랑스",드라마,캐나다,드라마,자비에 돌란,,,,,,,,,,,
20141408,황금시대,The Golden Era,2014,20141016,장편,개봉,중국,드라마,중국,드라마,허안화,,,,,,,,,,,
20142628,달사람,Moon Man,2012,20141113,장편,개봉,"프랑스,독일",애니메이션,프랑스,애니메이션,스테판 셰쉬,,,,,,,,,,,
20147727,그랜드 부다페스트 호텔,The Grand Budapest Hotel,2014,20140320,장편,개봉,"미국,독일","미스터리,어드벤처",미국,미스터리,웨스 앤더슨,,,,,,,,,,,
20149270,테레즈 라캥,In Secret,2013,20140710,장편,개봉,미국,"범죄,드라마,스릴러",미국,범죄,찰리 스트레이턴,,,,,,,,,,,
20148728,창문 넘어 도망친 100세 노인,The 100 year old man who climbed out the window and disappeard,2013,20140618,장편,개봉,스웨덴,"어드벤처,코미디,드라마",스웨덴,어드벤처,플렉스 할그렌,,,,,,,,,,,
20149830,더블: 달콤한 악몽,The Double,2013,20140925,장편,개봉,영국,"미스터리,멜로/로맨스",영국,미스터리,리처드 아요데,,,,,,,,,,,
20134591,황제를 위하여,For the Emperor,2014,20140611,장편,개봉,한국,"액션,범죄",한국,액션,박상준,,20100410,오퍼스픽쳐스,,,,,,,,
20130961,하늘의 황금마차,Golden Chariot in the Sky,2013,20140904,장편,개봉,한국,드라마,한국,드라마,오멸,,20100543,국가인권위원회,,20111381,주식회사 자파리필름,,,,,
20148670,피해자들,The Suffered ,2014,20140731,장편,개봉,한국,"미스터리,스릴러",한국,미스터리,노진수,,20140533,(주)노시스에프앤디,,,,,,,,
20148901,프랑스인 김명실,Winter Garden,2014,20140626,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이지현,,20140993,롱메트라지필름,,,,,,,,
20141114,쿼바디스,Quo Vadis,2014,20141210,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김재환,,20142068,주식회사 단유필름,,,,,,,,
20125343,캠퍼스 S 커플,Campus S Couple,2011,20140515,장편,개봉,한국,"멜로/로맨스,드라마,코미디",한국,멜로/로맨스,송창용,,20111333,(주)레알컴퍼니,,,,,,,,
20148007,카토 프로젝트,K’ARTO Project,2012,20140417,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김정욱,,20101135,(주)씨타마운틴픽쳐스,,,,,,,,
20149495,춘하추동 로맨스,Men and Women,2013,20141204,장편,개봉,한국,"코미디,멜로/로맨스,드라마",한국,코미디,오창민,,20062515,곤씨네,,,,,,,,
20136509,청춘예찬,Animal,2013,20140102,장편,개봉,한국,드라마,한국,드라마,최종운,,20140408,화란지우,,,,,,,,
20111911,지옥화,Fire in Hell,2012,20141106,장편,개봉,한국,드라마,한국,드라마,이상우,,20110901,이상우 필름,,,,,,,,
20148929,좀비스쿨,Zombie School,2013,20140925,장편,개봉,한국,"공포(호러),액션",한국,공포(호러),김석정,,20063058,(주)피터팬픽쳐스,,,,,,,,
20130481,이쁜 것들이 되어라,The Legacy,2013,20140417,장편,개봉,한국,"코미디,드라마,가족,멜로/로맨스",한국,코미디,한승훈,,20100572,한국영화아카데미,,,,,,,,
20147282,우리별 일호와 얼룩소,The Satellite Girl and Milk Cow,2013,20140220,장편,개봉,한국,"애니메이션,판타지,어드벤처",한국,애니메이션,장형윤,,2014630,(주)지금이 아니면 안돼,,,,,,,,
20136866,노예 12년,12 Years a Slave,2013,20140227,장편,개봉,"미국,영국",드라마,미국,드라마,스티브 맥퀸,,,,,,,,,,,
20122781,여배우는 너무해,One Thing She Doesn't Have,2012,20140227,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,유정환,,20123221,골든타이드픽처스(주),,,,,,,,
20136043,신이 보낸 사람,Apostle ,2014,20140213,장편,개봉,한국,드라마,한국,드라마,김진무,,20137735,주식회사 태풍코리아,,,,,,,,
20139201,신의 한 수,The Divine Move,2014,20140703,장편,개봉,한국,"범죄,액션",한국,범죄,조범구,,20110891,(주)메이스엔터테인먼트,,20140743,(주)아지트필름,,,,,
20133811,슬기로운 해법,Sage Solutions,2014,20140515,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,태준식,,20123217,(주)시네마달,,,,,,,,
20127628,숫호구,Super Virgin ,2011,20140807,장편,개봉,한국,코미디,한국,코미디,백승기,,20111582,(주)엣나인필름,,,,,,,,
20132804,순천,Splendid but Sad Days,2013,20140904,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이홍기,,20141548,(주)리키필름,,,,,,,,
20143640,힐링메이트,,2014,20141112,장편,개봉,한국,드라마,한국,드라마,신종걸,,20139136,(주)스크린다,,,,,,,,
20148994,님포매니악 볼륨1,Nymphomaniac vol.1 ,2013,20140618,장편,개봉,"덴마크,독일,프랑스,벨기에,영국",드라마,덴마크,드라마,라스 폰 트리에,,,,,,,,,,,
20149838,유고와 라라 : 신비의 숲 어드벤처,Yugo & Lala ,2014,20141002,장편,개봉,중국,"애니메이션,판타지,어드벤처",중국,애니메이션,왕운비,,,,,,,,,,,
20141521,거룩한 소녀 마리아,Stations of the Cross,2014,20141023,장편,개봉,독일,드라마,독일,드라마,디트리흐 브룽게만,,,,,,,,,,,
20136894,살인자,Murderer,2013,20140115,장편,개봉,한국,스릴러,한국,스릴러,이기욱,,20063279,(주)홍필름,,,,,,,,
20140098,마술피리,Magic Flute,2014,20140802,장편,개봉,독일,공연,독일,공연,,,,,,,,,,,,
20134601,디태치먼트,Detachment,2012,20140508,장편,개봉,미국,드라마,미국,드라마,토니 케이,,,,,,,,,,,
20148762,와즈다,Wadjda,2012,20140619,장편,개봉,"기타,독일",드라마,기타,드라마,하이파 알-만수르,,,,,,,,,,,
20136321,셔틀콕,Shuttlecock,2013,20140424,장편,개봉,한국,"미스터리,멜로/로맨스,드라마",한국,미스터리,이유빈,,,,,,,,,,,
20124047,백프로,Mr. Perfect ,2011,20140403,장편,개봉,한국,"코미디,드라마",한국,코미디,김명균,,20100356,(주)시네마제니스 ,,,,,,,,
20149819,바리새인,A Pharisee,2014,20140925,장편,개봉,한국,드라마,한국,드라마,정영배,,20142408,(주)마고필름,,20061917,(주)이십일세기미디어,,,,,
20131661,미국인친구,An American Friend,2013,20140612,장편,개봉,한국,드라마,한국,드라마,성지혜,,20136595,영화사 매화,,,,,,,,
20132796,못,Mot,2014,20141120,장편,개봉,한국,드라마,한국,드라마,서호빈,,20137917,영화사 새삶,,,,,,,,
20125231,멜로,Melo,2012,20140424,장편,개봉,한국,드라마,한국,드라마,이로이,,20123442,(주)플러스에프픽쳐스,,,,,,,,
20136864,마녀,The Wicked,2013,20140911,장편,개봉,한국,"공포(호러),스릴러,드라마",한국,공포(호러),유영선,,20142268,주식회사 흰수염고래영화사,,,,,,,,
20125827,로사 ,Rosa,2014,20140529,장편,개봉,한국,드라마,한국,드라마,맹관표,,20063092,예스 프로덕션,,20123636,더필름,,,,,
20137550,레바논 감정,Lebanon Emotion,2012,20140227,장편,개봉,한국,"스릴러,드라마,멜로/로맨스,액션",한국,스릴러,정영헌,,20140515,씨네키드 고야,,,,,,,,
20121864,나인뮤지스; 그녀들의 서바이벌,9 Muses of Star Empire,2011,20140925,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이학준,,20136975,민치앤필름,,,,,,,,
20134606,윤희,Yoon hee,2013,20140109,장편,개봉,한국,드라마,한국,드라마,윤여창,,20061720,굿픽처스,,,,,,,,
20149265,기술자들,The Con Artists,2014,20141224,장편,개봉,한국,"범죄,액션",한국,범죄,김홍선,,20122965,(주)트리니티엔터테인먼트,,,,,,,,
20130561,관능의 법칙,Venus Talk,2013,20140213,장편,개봉,한국,"드라마,코미디",한국,드라마,권칠인,,20100545,(주)명필름,,,,,,,,
20130244,고스톱 살인,"Go, Stop, Murder",2012,20140320,장편,개봉,한국,"판타지,드라마",한국,판타지,김준권,,20062039,영화사 연,,,,,,,,
20134585,가시,Innocent Thing,2013,20140410,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,김태균,,20100643,(주)캠프비,,20123441,(주)뱅가드스튜디오,,,,,
20147610,볼쇼이 스페셜 갈라,Bolshoi Theatre Re-Opening Gala,2011,20140227,장편,개봉,"러시아,프랑스",공연,러시아,공연,바실리 시나이스키,,,,,,,,,,,
20143564,모던발레 채플린,Chaplin: Leipziger Ballett,2013,20141120,장편,개봉,독일,공연,독일,공연,소니아 파라모,,,,,,,,,,,
20147161,디노타샤: 공룡대탐험,Dinotasia,2012,20140129,장편,개봉,미국,"애니메이션,어드벤처",미국,애니메이션,데이빗 크렌츠,에릭 넬슨,,,,,,,,,,
20134482,에브리 잭 해즈 어 질,Every Jack Has a Jill,2009,20140529,장편,개봉,프랑스,멜로/로맨스,프랑스,멜로/로맨스,제니퍼 드볼데르,,,,,,,,,,,
20140121,"1789, 바스티유의 연인들","1789, Les amants de la Bastille",2013,20140918,장편,개봉,한국,"뮤지컬,공연",한국,뮤지컬,정성복,,20063278,(주)패뷸러스,,,,,,,,
20143414,이불,Bedding,2014,20141230,장편,개봉,한국,"코미디,멜로/로맨스",한국,코미디,김한준,,20142148,주식회사 대양미디어,,,,,,,,
20147689,탐엣더팜,Tom at the Farm,2013,20140522,장편,개봉,"캐나다,프랑스","드라마,스릴러",캐나다,드라마,자비에 돌란,,,,,,,,,,,
20131248,드래곤 길들이기 2,How To Train Your Dragon 2,2014,20140723,장편,개봉,미국,"애니메이션,액션,어드벤처",미국,애니메이션,딘 데블로이스,,,,,,,,,,,
20149811,인투 더 스톰,Into the Storm,2014,20140828,장편,개봉,미국,"액션,스릴러",미국,액션,스티븐 쿼일,,,,,,,,,,,
20147987,"씨, 베토벤","See, Beethoven",2013,20140327,장편,개봉,한국,드라마,한국,드라마,박진순,민복기,20122575,이달투,,,,,,,,
20137546,만찬,The Dinner,2012,20140123,장편,개봉,한국,"가족,멜로/로맨스,드라마",한국,가족,김동현,,20100447,김동현필름,,,,,,,,
20136800,넛잡: 땅콩 도둑들,The Nut Job,2013,20140129,장편,개봉,"한국,캐나다,미국","애니메이션,어드벤처,코미디,가족",한국,애니메이션,피터 레페니오티스,,20111482,(주)레드로버,,20122995,툰박스 엔터테인먼트,,,,,
20141704,목숨,The Hospice,2014,20141204,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이창재,,20139339,(주)비트윈픽처스,,,,,,,,
20142701,"모모세, 여기를 봐",My Pretend Girlfriend,2014,20141030,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,야쿠모 사이지,,,,,,,,,,,
20060165,반딧불이의 묘,Grave of the Fireflies,1988,20140619,장편,개봉,일본,"애니메이션,드라마,전쟁",일본,애니메이션,다카하타 이사오,,20103214,스튜디오 지브리,,,,,,,,
20140701,돌이킬 수 없는,Les Salauds,2013,20141002,장편,개봉,"프랑스,독일",드라마,프랑스,드라마,클레르 드니,,,,,,,,,,,
20136798,뮤지엄 아워스,Museum Hours,2012,20140123,장편,개봉,"오스트리아 ,미국",드라마,오스트리아 ,드라마,젬 코엔,,,,,,,,,,,
20140524,툼스톤,A Walk Among the Tombstones,2013,20140918,장편,개봉,미국,"액션,범죄,드라마,미스터리,스릴러",미국,액션,스콧 프랭크,,,,,,,,,,,
20148619,레디액션 청춘,The Youth ,2014,20141113,옴니버스,개봉,한국,드라마,한국,드라마,김진무,박가희,20122471,(주)인벤트스톤,주성수,20100901,(주)삼거리픽쳐스,,,정원식,,
20134609,세븐 싸이코패스,Seven Psychopaths,2012,20140918,장편,개봉,영국,코미디,영국,코미디,마틴 맥도나,,,,,,,,,,,
20134436,쥬로링 동물탐정 극장판,Change Zoororing,2014,20141218,장편,개봉,"한국,일본","애니메이션,어드벤처",한국,애니메이션,이종현,박시후,20062241,(주)제이엠애니메이션 ,,,,,,,,
20149910,보이후드,Boyhood,2014,20141023,장편,개봉,미국,드라마,미국,드라마,리차드 링클레이터,,,,,,,,,,,
20147880,위크엔드 인 파리,Le Week-End ,2013,20140501,장편,개봉,영국,"드라마,멜로/로맨스,코미디",영국,드라마,로저 미첼,,,,,,,,,,,
20149016,반 고흐: 위대한 유산,The Van Gogh Legacy,2013,20141030,장편,개봉,네덜란드,드라마,네덜란드,드라마,핌 반 호브,,,,,,,,,,,
20130501,들개,Tinker Ticker,2013,20140403,장편,개봉,한국,"범죄,드라마",한국,범죄,김정훈,,20100572,한국영화아카데미,,,,,,,,
20058666,토미리존스의 쓰리베리얼,The Three Burials Of Melquiades Estrada,2005,20141007,장편,개봉,"미국,프랑스","어드벤처,범죄,드라마",미국,어드벤처,토미 리 존스,,,,,,,,,,,
20149378,모라토리움기의 다마코,Tamako in Moratorium,2013,20140911,장편,개봉,일본,코미디,일본,코미디,야마시타 노부히로,,,,,,,,,,,
20139463,시선,God's Eye View,2013,20140416,장편,개봉,한국,드라마,한국,드라마,이장호,,20101090,크로스픽쳐스(주),,20062581,드림타워 ,,,,,
20148665,피의 복수,Vengeance,2009,20140424,장편,개봉,"홍콩,프랑스","액션,범죄,스릴러",홍콩,액션,두기봉,,,,,,,,,,,
20132482,우는 남자,No Tears for the Dead,2014,20140604,장편,개봉,한국,"액션,드라마",한국,액션,이정범,,20139535,다이스필름(주),,,,,,,,
20123500,18: 우리들의 성장 느와르,18 - Eighteen Noir,2013,20140814,장편,개봉,한국,드라마,한국,드라마,한윤선,,20125055,따듯한 영화사,,,,,,,,
20148834,베스트 오퍼,The Best Offer,2013,20140612,장편,개봉,이탈리아,"미스터리,멜로/로맨스",이탈리아,미스터리,쥬세페 토르나토레,,,,,,,,,,,
20148447,일대일,One on One,2014,20140522,장편,개봉,한국,드라마,한국,드라마,김기덕,,20100078,(주)김기덕 필름,,,,,,,,
20140223,헬리,Heli,2013,20140828,장편,개봉,"멕시코,프랑스,독일,네덜란드",드라마,멕시코,드라마,아마트 에스칼란테,,,,,,,,,,,
20136586,오직 사랑하는 이들만이 살아남는다,Only Lovers Left Alive,2013,20140109,장편,개봉,"영국,독일,미국,프랑스","드라마,멜로/로맨스",영국,드라마,짐 자무시,,,,,,,,,,,
20147686,그랜드 센트럴,Grand Central,2013,20140918,장편,개봉,"프랑스,오스트리아 ","멜로/로맨스,드라마",프랑스,멜로/로맨스,레베카 즐로토브스키,,,,,,,,,,,
20141783,맵 투 더 스타,Maps To The Stars,2014,20141225,장편,개봉,"캐나다,미국,독일,프랑스","미스터리,스릴러",캐나다,미스터리,데이빗 크로넨버그,,,,,,,,,,,
20088566,스패로우 ,The Sparrow,2008,20140925,장편,개봉,홍콩,"액션,범죄",홍콩,액션,두기봉,,,,,,,,,,,
20148353,상해전기,I Wish I Knew,2010,20141107,장편,개봉,중국,다큐멘터리,중국,다큐멘터리,지아 장 커,,,,,,,,,,,
20135770,레디액션! 폭력영화,Ready Action! Violence Movies,2013,20140605,옴니버스,개봉,한국,액션,한국,액션,최원경,김도경,20062505,(주)빅브라더픽쳐스 ,,,,,,,,
20147967,스타로부터 스무 발자국,20 Feet From Stardom,2013,20140515,장편,개봉,미국,다큐멘터리,미국,다큐멘터리,모건 네빌,,,,,,,,,,,
20133791,우리가 들려줄 이야기 ,Stories We Tell,2012,20140313,장편,개봉,캐나다,다큐멘터리,캐나다,다큐멘터리,사라 폴리,,,,,,,,,,,
20147259,에프게니 오네긴,EUGENE ONEGIN ,2013,20140125,장편,개봉,미국,공연,미국,공연,데보라 워너,,,,,,,,,,,
20133585,인사이드 르윈 ,Inside Lewyn Davis,2013,20140129,장편,개봉,"미국,프랑스",드라마,미국,드라마,조엘 코엔,에단 코엔,,,,,,,,,,
20149520,모스트 원티드 맨,A Most Wanted Man,2014,20140807,장편,개봉,"영국,미국,독일","스릴러,드라마",영국,스릴러,안톤 코르빈,,,,,,,,,,,
20148842,우리는 형제입니다,We Are Brothers,2014,20141023,장편,개봉,한국,"코미디,드라마",한국,코미디,장진,,20100541,필름있수다,,,,,,,,
20138501,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,T-pang Rescue,2013,20140807,장편,개봉,한국,애니메이션,한국,애니메이션,방형우,,20141608,(주)빅스크리에이티브,,20100807,(주)디씨지플러스,20102332,차이나필름그룹,,,
20148668,귀접,A Touch Of Unseen ,2014,20140529,장편,개봉,한국,드라마,한국,드라마,이현철,,20130316,(주)휘엔터테인먼트,,,,,,,,
20134804,타짜-신의 손,Tazza-The Hidden Card,2014,20140903,장편,개봉,한국,드라마,한국,드라마,강형철,,20100123,(주)싸이더스,,,,,,,,
20139164,표적,The Target,2014,20140430,장편,개봉,한국,"액션,드라마",한국,액션,창,,20100558,(주)바른손이앤에이,,20137896,(주)용필름,,,,,
20147927,숙희,Sookhee,2013,20140710,장편,개봉,한국,드라마,한국,드라마,양지은,,20100143,필름라인,,,,,,,,
20143689,마이너클럽,,2014,20141125,장편,개봉,한국,"멜로/로맨스,액션",한국,멜로/로맨스,이원우,,20136735,(주)영화사얼굴,,,,,,,,
20136863,마담 뺑덕,Scarlet Innocence ,2014,20141002,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,임필성,,20062560,(주)영화사동물의왕국,,,,,,,,
20142690,학교 가는길,The Road To School,2014,20141127,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이경묵,구중회,20137715,KBS 미디어,,,,,,,,
20149667,원 컷 - 어느 친절한 살인자의 기록,A Record of Sweet Murder,2014,20140911,장편,개봉,"한국,일본",공포(호러),한국,공포(호러),시라이시 코지,,20111564,(주)영화사조아,,,,,,,,
20139261,내비게이션,NAVIGATION,2013,20140703,장편,개봉,한국,"공포(호러),스릴러",한국,공포(호러),장권호,,20062704,(주)리코필름,,,,,,,,
20136060,몬스터,Monster,2013,20140313,장편,개봉,한국,스릴러,한국,스릴러,황인호,,20040050,상상필름(주),,,,,,,,
20148009,메이크 유어 무브 ,Make Your Move ,2011,20140417,장편,개봉,"한국,미국","멜로/로맨스,드라마",한국,멜로/로맨스,듀안 아들러,,20110854,씨제이이앤엠(주),,20114613,(주)에스엠엔터테인먼트,,,,,
20148903,바세코의 아이들,Hope in Baseco ,2013,20140814,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김경식,,19990103,타이밍(주),,,,,,,,
20138061,내 마음의 고향,A Hometown In My Heart,2014,20141127,장편,개봉,한국,드라마,한국,드라마,박영철,,20123335,더 필름클래식 프로덕션,,,,,,,,
20135946,고스트 메신저 극장판,Ghost Messenger,2014,20140522,장편,개봉,한국,"애니메이션,SF,판타지",한국,애니메이션,구봉회,,20100330,(주)스튜디오 애니멀,,,,,,,,
20141422,위험한 유혹 - 추억이 떠나면 외로움만 남는다,,2014,20140917,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,이상화,,20063099,(주)케이알씨지,,,,,,,,
20142322,가자! 장미여관으로 3 - 방황,,2014,20141008,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김봉은,,20063099,(주)케이알씨지,,,,,,,,
20149514,다우더,Daughter,2014,20141106,장편,개봉,한국,"가족,드라마",한국,가족,구혜선,,20063092,예스 프로덕션,,,,,,,,
20148801,천 번을 불러도,Compassion,2013,20141016,장편,개봉,한국,드라마,한국,드라마,신성섭,,20139804,(주)에스아이지,,,,,,,,
20134590,빅매치,Big Match,2014,20141127,장편,개봉,한국,액션,한국,액션,최호,,20100651,(주)보경사,,,,,,,,
20148626,나의 독재자,My Dictator,2014,20141030,장편,개봉,한국,드라마,한국,드라마,이해준,,20100432,반짝반짝영화사(주),,,,,,,,
20119982,하이프 네이션 : 힙합사기꾼,Hype Nation 3D,2013,20140116,장편,개봉,한국,"범죄,드라마,코미디",한국,범죄,박형우,,20111359,하이프네이션코리아 유한회사,,,,,,,,
20122832,한 번도 안 해본 여자,Virgin Theory,2013,20140116,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,안철호,,20126435,(주)무비포지,,,,,,,,
20143706,버진 스노우,White Bird in a Blizzard,2014,20141210,장편,개봉,"프랑스,미국","미스터리,드라마",프랑스,미스터리,그렉 아라키,,,,,,,,,,,
20143961,토미카 무비,TOMY PLARAIL,2013,20141211,장편,개봉,일본,애니메이션,일본,애니메이션,오카모토 토모로,,,,,,,,,,,
20144361,원피스 : 에피소드 오브 루피 ~핸드 아일랜드의 모험~,ONE PIECE : Episode of Luffy,2012,20141210,장편,개봉,일본,"애니메이션,판타지,어드벤처",일본,애니메이션,모리타 히로유키,혼고 미츠루,,,,,,,,,,
20143261,해적왕의 황금나침반,Funf Freunde 3,2014,20141127,장편,개봉,독일,"가족,어드벤처",독일,가족,마이크 마주크,,,,,,,,,,,
20143344,눈의 여왕 2: 트롤의 마법거울,The Snow Queen 2,2014,20141224,장편,개봉,러시아,"애니메이션,판타지,가족",러시아,애니메이션,알렉세이 트시칠린,,,,,,,,,,,
20143565,부니 베어: 롤라 구출 대모험,Boonie Bears: To the Rescue,2014,20141120,장편,개봉,중국,"애니메이션,어드벤처",중국,애니메이션,정량,,,,,,,,,,,
20149102,키리시마가 동아리활동 그만둔대,The Kirishima Thing,2012,20140626,장편,개봉,일본,드라마,일본,드라마,요시다 다이하치,,,,,,,,,,,
20143542,지휘자를 위한 1분,One Minute for Conductors,2013,20141204,장편,개봉,"이탈리아,스페인",다큐멘터리,이탈리아,다큐멘터리,앙헬 에스테반,엘레나 고아텔리,,,,,,,,,,
20141088,5일의 마중,Coming Home,2014,20141008,장편,개봉,중국,"멜로/로맨스,드라마",중국,멜로/로맨스,장예모,,,,,,,,,,,
20142857,슈퍼처방전,Supercondriaque,2013,20141210,장편,개봉,"프랑스,벨기에",코미디,프랑스,코미디,대니 분,,,,,,,,,,,
20142964,클라우즈 오브 실스마리아,Clouds of Sils Maria,2014,20141218,장편,개봉,"프랑스,스위스,독일",드라마,프랑스,드라마,올리비에 아사야스,,,,,,,,,,,
20143343,무드 인디고,Mood Indigo,2013,20141211,장편,개봉,"프랑스,벨기에","드라마,판타지",프랑스,드라마,미셸 공드리,,,,,,,,,,,
20139964,레드카펫,Red Carpet,2013,20141023,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,박범수,,20114932,씨네주(유),,20100634,(주)누리픽쳐스,,,,,
20142661,제4 이노베이터,,2014,20141218,장편,개봉,한국,드라마,한국,드라마,한명구,,20153468,삼라 주식회사,,,,,,,,
20143985,명기,,2014,20141230,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,강현,,20112175,(주)소나무픽쳐스,,,,,,,,
20143574,GROW: 인피니트의 리얼 청춘 라이프,,2014,20141204,장편,개봉,한국,드라마,한국,드라마,김진수,,20062874,(주)울림엔터테인먼트,,,,,,,,
20148349,타인의 멜로디,,2013,20140327,장편,개봉,한국,드라마,한국,드라마,양영철,,20137156,주식회사 영화사피크닉,,,,,,,,
20144938,워크 오브 셰임,Walk of Shame,2014,20141231,장편,개봉,미국,코미디,미국,코미디,스티븐 브릴,,,,,,,,,,,
20145081,몬스터즈,MONSTERZ,2014,20141216,장편,개봉,일본,드라마,일본,드라마,나카타 히데오,,,,,,,,,,,
20148757,마지막 파티,A Few Best Men,2012,20140429,장편,개봉,호주,코미디,호주,코미디,스티븐 엘리엇,,,,,,,,,,,
20144187,타락천사 케이코 ,The girl wife who wants to be played a trick on　,2014,20141217,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 나오토,,,,,,,,,,,
20149859,마다가스카의 펭귄,The Penguins of Madagascar,2014,20141231,장편,개봉,미국,"애니메이션,코미디,어드벤처,가족",미국,애니메이션,에릭 다넬,사이몬 J.스미스,,,,,,,,,,
20144184,위기의 유부녀들 - 남편 후배와,WIVES ON THE VERGE:THE CASE OF MASAMI OSAWA,2009,20141203,장편,개봉,일본,성인물(에로),일본,성인물(에로),오부치 아키라,,,,,,,,,,,
20144301,연예계섹스스캔들 - 일본,THE SCANDAL OF SHOWBIZ,2011,20141217,장편,개봉,일본,성인물(에로),일본,성인물(에로),미기타 마사카즈,,,,,,,,,,,
20144185,야한수영클럽,Raw yellowtail of the secret meat,2007,20141224,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 나오토,,,,,,,,,,,
20144188,실화!정말있었던이야기,TRULY HAPPENED EROTIC STORY,2009,20141210,장편,개봉,일본,성인물(에로),일본,성인물(에로),조조 히데오,,,,,,,,,,,
20144189,신입여직원의 속옷,Temptation of weak swelling,2013,20141210,장편,개봉,일본,성인물(에로),일본,성인물(에로),칸바라 나오토,,,,,,,,,,,
20144186,순수의 신부 2-그녀의 고민,,2006,20141217,장편,개봉,일본,성인물(에로),일본,성인물(에로),히로타 미키오,,,,,,,,,,,
20144501,섀도우 솔저,Shadows In Paradise,2011,20141204,장편,개봉,미국,"액션,전쟁",미국,액션,스티븐 마운더,,,,,,,,,,,
20145223,블러드 리벤지,Blood of Redemption,2013,20141222,장편,개봉,미국,"액션,범죄,스릴러",미국,액션,지오지오 세라피니,,,,,,,,,,,
20144190,게이샤의 격정,WOMAN-KILLER IN OIL HELL,2009,20141203,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카가미 시노부,,,,,,,,,,,
20145383,언노운 어택,Absolute Deception,2013,20141230,장편,개봉,미국,액션,미국,액션,브라이언 트렌차드-스미스,,,,,,,,,,,
20145162,아메리칸 섹스 파티,LOLA'S LOVE SHACK,2013,20141230,장편,개봉,미국,코미디,미국,코미디,패트릭 C. 페레즈,,,,,,,,,,,
20145382,비르: 위대한 전사,VEER,2010,20141230,장편,개봉,인도,"전쟁,액션,멜로/로맨스",인도,전쟁,아닐 샤르마,,,,,,,,,,,
20145323,"그녀, 섹스의 시작",FOUR-FACED LIAR,2010,20141230,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,제이콥 체이스,,,,,,,,,,,
20142261,지옥이 뭐가 나빠,Why Don't You Play in Hell?,2013,20141113,장편,개봉,일본,"액션,코미디",일본,액션,소노 시온,,,,,,,,,,,
20145083,우주전쟁: 지구 최후의 날,Survivor,2014,20141224,장편,개봉,미국,"액션,SF",미국,액션,존 라이드,,,,,,,,,,,
20144943,스타쉽 라이징,Starship: Rising,2014,20141224,장편,개봉,미국,"액션,SF",미국,액션,닐 존슨,,,,,,,,,,,
20145101,대영웅 소남인,PETALING STREET WARRIORS,2011,20141224,장편,개봉,말레이시아,"액션,코미디",말레이시아,액션,원재현,,,,,,,,,,,
20145128,노화위룡,Crystal Hunt,1991,20141224,장편,개봉,홍콩,액션,홍콩,액션,서하,,,,,,,,,,,
20143487,콜 걸,Call Girl,2012,20141223,장편,개봉,스웨덴,"드라마,스릴러",스웨덴,드라마,마이클 마키마인,,,,,,,,,,,
