movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors/0/peopleNm,companys/0/companyCd,companys/0/companyNm,companys/1/companyCd,companys/1/companyNm,companys/2/companyCd,companys/2/companyNm,directors/1/peopleNm,directors/2/peopleNm,directors/3/peopleNm,directors/4/peopleNm,directors/5/peopleNm
20162021,챌린지 게임,Challenge Game,2016,20160818,장편,개봉,한국,"스릴러,멜로/로맨스",한국,스릴러,원석호,20100938,(주)전망좋은 영화사,,,,,,,,,
20150485,오페라,Soap Opera,2014,20160816,장편,개봉,이탈리아,코미디,이탈리아,코미디,알레산드로 제노베시,,,,,,,,,,,
20155883,태평륜,The Crossing,2014,20160812,장편,개봉,중국,"드라마,액션,전쟁",중국,드라마,오우삼,,,,,,,,,,,
20150156,마농 레스코,Manon Lescaut,2015,20160806,장편,개봉,미국,공연,미국,공연,,,,,,,,,,,,
20166341,유혹 2,The Gigolo 2,2015,20160803,장편,개봉,홍콩,"멜로/로맨스,코미디",홍콩,멜로/로맨스,강국민,,,,,,,,,,,
20168403,데드 걸즈,DEAD GIRLS,2014,20160818,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),닐 피셔,,,,,,,,,,,
20167837,프레셔스 카고: 프로 범죄단,Precious Cargo,2016,20160901,장편,개봉,미국,"범죄,액션",미국,범죄,막스 아담스,,,,,,,,,,,
20166261,사랑과 어둠의 이야기,A Tale of Love and Darkness,2015,20160901,장편,개봉,"미국,이스라엘",드라마,미국,드라마,나탈리 포트만,,,,,,,,,,,
20169202,브레이크다운,Breakdown,2016,20160901,장편,개봉,영국,액션,영국,액션,조니 말라치,,,,,,,,,,,
20164662,디브,Theeb,2014,20160901,장편,개봉,"아랍에미리트연합국정부,카타르,영국","어드벤처,드라마,스릴러",아랍에미리트연합국정부,어드벤처,나지 아부 노워,,,,,,,,,,,
20168362,극장판 울려라! 유포니엄,Sound! Euphonium: The Movie,2016,20160901,장편,개봉,일본,"애니메이션,드라마",일본,애니메이션,이시하라 타츠야,,,,,,,,,,,
20169043,젖은 유니폼의 병원,Targeted Young Wife,2015,20160901,장편,개봉,일본,성인물(에로),일본,성인물(에로),하야시카와 케이테루,,,,,,,,,,,
20168962,입영전야 무삭제: 여선배의 자취방 버전,,2016,20160901,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,유승택,20141397,영화사 인연,,,,,,,,,
20169623,음탕한 아내: 남자의 맛,The Cheating Trial,2015,20160901,장편,개봉,일본,"성인물(에로),드라마",일본,성인물(에로),카츠라기 히로후미,,,,,,,,,,,
20169045,명품 몸매의 유부녀,Beautiful Wife Infatuated to shame,2015,20160901,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20169044,두마리 여우와의 정사,Sexy sisters 2,2015,20160901,장편,개봉,일본,성인물(에로),일본,성인물(에로),와타나베 모토츠구,,,,,,,,,,,
20169042,길가다 주운 여자,I was deprived of chastity,2015,20160901,장편,개봉,일본,성인물(에로),일본,성인물(에로),하야시카와 케이테루,,,,,,,,,,,
20169025,결혼할 남자 있어요,Stolen Fiance,2015,20160901,장편,개봉,일본,성인물(에로),일본,성인물(에로),하야시카와 케이테루,,,,,,,,,,,
20169403,남녀의 궁합 무삭제,,2016,20160825,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,채길병,20154628,(주)영화사 사계절,,,,,,,,,
20164185,쓰리매니웨딩,Three Many Weddings ,2013,20160830,장편,개봉,스페인,코미디,스페인,코미디,하비에르 루이즈 칼데라,,,,,,,,,,,
20165284,쥬랜더 리턴즈,Zoolander 2,2016,20160831,장편,개봉,미국,코미디,미국,코미디,벤 스틸러,,,,,,,,,,,
20167563,이퀄스,Equals,2015,20160831,장편,개봉,미국,"드라마,SF",미국,드라마,드레이크 도리머스,,,,,,,,,,,
20165744,사랑에 미치다,Touched with Fire ,2015,20160831,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,폴 달리오,,,,,,,,,,,
20168182,머니 몬스터,Money Monster,2016,20160831,장편,개봉,미국,"스릴러,범죄,드라마",미국,스릴러,조디 포스터,,,,,,,,,,,
20169264,상간녀,The Adulterers,2015,20160826,장편,개봉,미국,"스릴러,드라마,범죄",미국,스릴러,H.M. 콕클리,,,,,,,,,,,
20168882,킹스글레이브: 파이널 판타지 XV,Kingsglaive Final Fantasy XV,2016,20160825,장편,개봉,일본,애니메이션,일본,애니메이션,노즈에 타케시,,,,,,,,,,,
20168461,패스트 콘보이,Fast Convoy,2016,20160825,장편,개봉,프랑스,액션,프랑스,액션,프레더릭 스코엔도에퍼,,,,,,,,,,,
20167641,유부녀 성노예생활,Married woman of sex slaves~YUI HATANO~,2015,20160824,장편,개봉,일본,성인물(에로),일본,성인물(에로),우수바시 수이,,,,,,,,,,,
20163260,볼쇼이 바빌론,Bolshoi Babylon,2015,20160825,장편,개봉,영국,다큐멘터리,영국,다큐멘터리,닉 리드,,,,,,,,,,,
20166664,新극장판 이니셜D: 레전드3 -몽현-,Initial D Legend 3 -MUGEN-,2016,20160825,장편,개봉,일본,"애니메이션,액션",일본,애니메이션,히다카 마사미츠,,,,,,,,,,,
20168888,"금지된 섹스, 달콤한 복수 무삭제 감독판",,2015,20160825,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이숭환,20063099,(주)케이알씨지,,,,,,,,,
20167026,우연히 만난 내 소꿉친구,Limit  Between friendship and love,2015,20160818,장편,개봉,일본,"성인물(에로),드라마",일본,성인물(에로),카츠라기 히로후미,,,,,,,,,,,
20167025,색광: 섹스에 미친 사람들,"Sexual passion Sumida River geisha and the bubble, love and farewell",2015,20160818,장편,개봉,일본,"성인물(에로),드라마",일본,성인물(에로),가와사키 군지,,,,,,,,,,,
20168687,교수와 여제자: 사랑,Happiness Of Law,2015,20160818,장편,개봉,일본,성인물(에로),일본,성인물(에로),엔 카즈키,,,,,,,,,,,
20166901,플로렌스,Florence Foster Jenkins,2016,20160824,장편,개봉,영국,드라마,영국,드라마,스티븐 프리어스,,,,,,,,,,,
20164321,야설 쓰는 여자,,2016,20160824,장편,개봉,한국,드라마,한국,드라마,강백호,20142148,주식회사 대양미디어,,,,,,,,,
20163217,라이트 아웃,Lights Out,2015,20160824,장편,개봉,미국,공포(호러),미국,공포(호러),데이비드 F. 샌드버그,,,,,,,,,,,
20168126,19금 정사: 말할 수 없는 비밀,,2015,20160818,장편,개봉,한국,드라마,한국,드라마,박범수,20063099,(주)케이알씨지,,,,,,,,,
20168702,여자전쟁: 떠도는 눈,,2015,20160822,장편,개봉,한국,"드라마,스릴러",한국,드라마,김동욱,20123598,(주)베르디미디어,,,,,,,,,
20168146,아빠친구,Dad Friend,2016,20160818,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이슬,20130184,스마일컨텐츠,,,,,,,,,
20167667,피어 클리닉,Fear Clinic,2015,20160818,장편,개봉,미국,공포(호러),미국,공포(호러),로버트 홀,,,,,,,,,,,
20165765,포르노그래퍼,Photographer,2015,20160818,장편,개봉,체코,드라마,체코,드라마,이레나 파블라스코바,,,,,,,,,,,
20167707,콜 미 킹,Call Me King,2015,20160818,장편,개봉,미국,"액션,드라마",미국,액션,R.L. 스콧,,,,,,,,,,,
20168426,언원티드:초대받지않은손님,The Unwanted,2014,20160818,장편,개봉,미국,"공포(호러),미스터리",미국,공포(호러),브렛 우드,,,,,,,,,,,
20167634,실제 인터넷만남 - 불륜,Secret meeting married woman net immorality,2015,20160817,장편,개봉,일본,성인물(에로),일본,성인물(에로),카타오카 슈지,,,,,,,,,,,
20167633,불륜사고-쌍방책임,Runaway trip,2015,20160817,장편,개봉,일본,성인물(에로),일본,성인물(에로),나리타 유스케,,,,,,,,,,,
20168424,로스트 인 더 선,Lost In The Sun,2015,20160818,장편,개봉,미국,스릴러,미국,스릴러,트레이 넬슨,,,,,,,,,,,
20166517,그레이브 인카운터 2,Grave Encounters 2,2012,20160818,장편,개봉,"캐나다,미국","공포(호러),미스터리,스릴러",캐나다,공포(호러),존 폴리퀸,,,,,,,,,,,
20150258,홀리워킹데이,Holy Working Day,2015,20160630,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,이희원,20157728,홍시픽쳐스,,,,,,,,,
20156083,트윈스터즈,Twinsters,2015,20160303,장편,개봉,"미국,프랑스,한국,영국",다큐멘터리,미국,다큐멘터리,사만다 푸터먼,,,,,,,라이언 미야모토,,,,
20145182,4등,Fourth Place,2014,20160413,장편,개봉,한국,드라마,한국,드라마,정지우,20100543,국가인권위원회,20123496,정지우 필름,,,,,,,
20158351,히어 애프터,The Here After,2015,20160512,장편,개봉,"폴란드,스웨덴,프랑스",드라마,폴란드,드라마,매그너스 본 혼,,,,,,,,,,,
20158887,너는 착한 아이,Being Good,2015,20160324,장편,개봉,일본,드라마,일본,드라마,오미보,,,,,,,,,,,
20161821,뷰티풀 프래니,The Benefactor,2015,20160317,장편,개봉,미국,드라마,미국,드라마,앤드류 렌지,,,,,,,,,,,
20162963,부모님과 이혼하는 방법,The Family Fang,2015,20160512,장편,개봉,미국,드라마,미국,드라마,제이슨 베이트먼,,,,,,,,,,,
20161974,일만명의 성자들,"10,000 Saints",2015,20160421,장편,개봉,미국,"코미디,드라마",미국,코미디,샤리 스프링어 버먼,,,,,,,로버트 풀치니,,,,
20159772,수색역,Su saek,2015,20160331,장편,개봉,한국,"드라마,액션,범죄",한국,드라마,최승연,20141789,영화사 만화경,,,,,,,,,
20165961,슈퍼 프렌즈,Bling,2016,20160810,장편,개봉,한국,애니메이션,한국,애니메이션,이경호,20100812,㈜디지아트프로덕션,,,,,이원재,,,,
20167245,정사: 은밀한 밀애,,2016,20160816,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,이재상,20063099,(주)케이알씨지,,,,,,,,,
20168447,몽키킹 제로,Taste of Love,2015,20160817,장편,개봉,홍콩,"멜로/로맨스,판타지",홍콩,멜로/로맨스,묘술,,,,,,,,,,,
20166882,나만이 없는 거리,The Town Where Only I Am Missing,2016,20160817,장편,개봉,일본,"드라마,미스터리,SF,스릴러",일본,드라마,히라카와 유이치로,,,,,,,,,,,
20168202,새 엄마의 딸: 내 여자가 되던 날,While Your Wife in a Hospital,2014,20160816,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,모토키 타카시,,,,,,,,,,,
20168402,사우스바운드-죽음의 고속도로,Southbound,2015,20160815,장편,개봉,미국,공포(호러),미국,공포(호러),라디오 사일런스,,,,,,,록산 벤자민,데이빗 브룩크너,패트릭 호배스,,
20166176,피닉스 라이트 사건,The Phoenix Incident,2015,20160803,장편,개봉,미국,"미스터리,스릴러",미국,미스터리,키스 아렘,,,,,,,,,,,
20163202,크리미널,Criminal,2016,20160622,장편,개봉,"영국,미국","액션,범죄",영국,액션,아리엘 브로멘,,,,,,,,,,,
20161842,태양 아래,Under the Sun,2015,20160427,장편,개봉,"체코,러시아,독일",다큐멘터리,체코,다큐멘터리,비탈리 만스키,,,,,,,,,,,
20168061,좀비드럭,The Evil In Us,2015,20160811,장편,개봉,캐나다,공포(호러),캐나다,공포(호러),제이슨 윌리엄 리,,,,,,,,,,,
20166942,익스포즈,Exposed,2016,20160811,장편,개봉,미국,"범죄,드라마,미스터리,스릴러",미국,범죄,디클란 데일,,,,,,,,,,,
20162563,애더럴 다이어리,The Adderall Diaries,2015,20160811,장편,개봉,미국,"액션,드라마,스릴러",미국,액션,파멜라 로만노프스키,,,,,,,,,,,
20167631,슈퍼 밥,SuperBob,2015,20160811,장편,개봉,영국,"액션,코미디,멜로/로맨스",영국,액션,존 드레버,,,,,,,,,,,
20167665,실화 성생활의 고백,Castaway of love,2015,20160810,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20167632,불륜의 유부녀,Forbidden fruit is special,2015,20160810,장편,개봉,일본,성인물(에로),일본,성인물(에로),스기야마 타로,,,,,,,,,,,
20167664,부인을 탐내는 능욕자들,Showa Adultery Story~Beautiful wife to withstand the shame~,2015,20160810,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20167630,복숭아 엉덩이 여인,Sigh of the older sister,2015,20160810,장편,개봉,일본,성인물(에로),일본,성인물(에로),타지리 유지,,,,,,,,,,,
20167668,라스트 걸 스탠딩,Last Girl Standing,2015,20160725,장편,개봉,미국,"드라마,공포(호러)",미국,드라마,벤자민 R. 무디,,,,,,,,,,,
20167629,거울앞의 정사,Married woman of sex slaves~the diary of a beautiful wife:MIKI SUNOHARA~,2015,20160810,장편,개봉,일본,성인물(에로),일본,성인물(에로),우수바시 수이,,,,,,,,,,,
20168281,거대말벌의 습격,Stung,2015,20160811,장편,개봉,미국,"공포(호러),코미디",미국,공포(호러),베니 디에즈,,,,,,,,,,,
20167760,간통: 사장님의 아내,Miboujin-Sakurai Yuki,2011,20160803,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20166023,마일스,Miles Ahead,2015,20160810,장편,개봉,미국,드라마,미국,드라마,돈 치들,,,,,,,,,,,
20165746,노조키메,The Stare,2016,20160810,장편,개봉,일본,공포(호러),일본,공포(호러),미키 코이치로,,,,,,,,,,,
20167541,색다른 정사,,2016,20160804,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,이재남,20063099,(주)케이알씨지,,,,,,,,,
20167422,일 트로바토레,Il Trovatore,2016,20160809,장편,개봉,프랑스,공연,프랑스,공연,알렉스 올레,,,,,,,,,,,
20151224,하프,Half,2014,20160121,장편,개봉,한국,드라마,한국,드라마,김세연,20062900,영화사 민들레,20139137,하트박스(주),,,,,,,
20167666,마스터: 뒤틀린 사랑,"Deadly Virtues: Love, Honor, Obey.",2014,20160725,장편,개봉,"영국,네덜란드",스릴러,영국,스릴러,아테 드 종,,,,,,,,,,,
20167565,하얼빈대전투: 일본군최후의날,THE MEDAL,2016,20160801,장편,개봉,러시아,"전쟁,액션",러시아,전쟁,알렉세이 비스트리츠키,,,,,,,,,,,
20167153,히 후 데어 2: 런던 테러리스트,He Who Dares: Downing Street Siege ,2014,20160804,장편,개봉,영국,액션,영국,액션,폴 탠터,,,,,,,,,,,
20167762,어롱 더 로드사이드,Along the Roadside,2013,20160804,장편,개봉,미국,"코미디,멜로/로맨스",미국,코미디,조란 리시넥,,,,,,,,,,,
20167626,유부녀의 하얀 속살,The skin that a married woman is fragrant,2015,20160803,장편,개봉,일본,성인물(에로),일본,성인물(에로),쿠보데라 카즈토,,,,,,,,,,,
20167663,아내의 젖은 블라우스,Pawnshop of Married woman~Please lend me money~,2015,20160803,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20167627,노예의 성욕-불기둥,The nature of the captive pole wife,2015,20160803,장편,개봉,일본,성인물(에로),일본,성인물(에로),카타오카 슈지,,,,,,,,,,,
20167625,남편 후배의 야한 속삭임,I'm sorry for the indecent~RIKO HONDA~,2015,20160803,장편,개봉,일본,성인물(에로),일본,성인물(에로),우수바시 수이,,,,,,,,,,,
20163261,나의 딸,The Daughter,2015,20160804,장편,개봉,호주,드라마,호주,드라마,사이몬 스톤,,,,,,,,,,,
20165745,극장판 푸른 강철의 아르페지오 -아르스 노바- 카덴차,Arpeggio of Blue Steel -ARS NOVA- Cadenza,2015,20160804,장편,개봉,일본,애니메이션,일본,애니메이션,키시 세이지,,,,,,,,,,,
20162381,일사각오,,2016,20160317,장편,개봉,한국,드라마,한국,드라마,권혁만,20114875,KBS,,,,,고문안,,,,
20152963,수어사이드 스쿼드,Suicide Squad,2016,20160803,장편,개봉,미국,액션,미국,액션,데이비드 에이어,,,,,,,,,,,
20167756,젊은 하숙집 아줌마,Miboujin Gesyuku Sugihara Eri,2012,20160803,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20167758,젊은 제수씨,Miboujin Geshuku Araki Hitomi,2011,20160803,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20167757,매춘: 내 아내와 딸,Miboujin Muzan,2011,20160803,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20167759,밀애 : 내 이웃의 유부녀들,"Tonarino okusan-Takasaka Honami,Nakamura Ayano",2008,20160803,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20167761,다 해주는 여자,Jitaku ni kita seisousabisu no jyosei ga wakakute kawaikattabode,2013,20160803,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,네지메 지로,,,,,,,,,,,
20165344,주말부부,,2016,20160708,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,기대호,20100938,(주)전망좋은 영화사,,,,,,,,,
20167003,보전자전,bojeonjajeon,2016,20160728,장편,개봉,한국,드라마,한국,드라마,최석원,20100142,(주)씨맥스커뮤니케이션즈,,,,,,,,,
20167444,로라의 섹스 파트너,,2016,20160728,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,박범수,20063099,(주)케이알씨지,,,,,,,,,
20164845,내 이웃의 아내,,2016,20160728,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,정대만,20160821,블루스필름,,,,,,,,,
20167244,클럽 라이프,Club Life,2015,20160727,장편,개봉,미국,드라마,미국,드라마,파브리지오 콘테,,,,,,,,,,,
20167242,캘린더걸-무삭제,,2016,20160726,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,강현철,20130184,스마일컨텐츠,,,,,,,,,
20166022,2차 세계대전 타임트랙,FLIGHT WORLD WAR 2,2015,20160721,장편,개봉,미국,"액션,어드벤처,SF",미국,액션,에밀 에드윈 스미스,,,,,,,,,,,
20166736,핫섹토크 무삭제 감독판,,2015,20160721,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099,(주)케이알씨지,,,,,,,,,
20167004,마음,,2012,20160721,장편,개봉,한국,드라마,한국,드라마,최원석,20123567,(주)레드언더미디어,,,,,,,,,
20166781,베어풋,BAREFOOT,2014,20160721,장편,개봉,미국,드라마,미국,드라마,앤드류 플레밍,,,,,,,,,,,
20167622,혼전 여직원의 연예,Sexy honeymoon,2015,20160801,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,이케지마 유타카,,,,,,,,,,,
20167623,터져버린 마사지 부인,Mature woman Erotic massage Story,2015,20160801,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20167624,미인 며느리의 뒤태,father in law and Daughter-in-law,2015,20160801,장편,개봉,일본,성인물(에로),일본,성인물(에로),테이 쟈가,,,,,,,,,,,
20167621,명품 주부의 유혹,Back affair,2015,20160801,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,카토 요시카즈,,,,,,,,,,,
20164982,어비스: 메가샤크,MEGA SHARK VS MECHA SHARK,2014,20160707,장편,개봉,미국,"액션,스릴러,SF",미국,액션,에밀 에드윈 스미스,,,,,,,,,,,
20165862,웨포나이즈드,Swap,2016,20160706,장편,개봉,미국,"액션,SF,스릴러",미국,액션,티모시 우드워드 주니어,,,,,,,,,,,
20165861,라이엇,Riot,2015,20160706,장편,개봉,미국,액션,미국,액션,존 라이드,,,,,,,,,,,
20165202,플라잉 홈,Flying Home,2014,20160705,장편,개봉,"벨기에,독일","멜로/로맨스,드라마",벨기에,멜로/로맨스,도미니크 데루데르,,,,,,,,,,,
20150155,투란도트,Turandot,2015,20160702,장편,개봉,미국,공연,미국,공연,,,,,,,,,,,,
20164161,마탄의 사수,Der Freischutz,2015,20160703,장편,개봉,독일,공연,독일,공연,크리스티안 틸레만,,,,,,,,,,,
20164168,제독 : 미힐 드 로이테르,Michiel de Ruyter,2015,20160701,장편,개봉,네덜란드,"액션,어드벤처",네덜란드,액션,로엘 르네,,,,,,,,,,,
20159641,위대한 소원,THE LAST RIDE,2016,20160421,장편,개봉,한국,"코미디,드라마",한국,코미디,남대중,20154908,주식회사 브레인샤워,,,,,,,,,
20161882,유부녀들(무삭제),,2015,20160217,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,경석호,20141397,영화사 인연,,,,,,,,,
20164697,하숙집 2 (무삭제),,2015,20160616,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,정태령,20141397,영화사 인연,,,,,,,,,
20158910,하숙집 2,,2015,20160107,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,정태령,20141397,영화사 인연,,,,,,,,,
20162901,내 친구의 아내 (무삭제),,2015,20160401,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,탁승오,20100935,(주)씨네토리,,,,,,,,,
20165764,펠로니,Felony,2013,20160728,장편,개봉,"호주,미국",스릴러,호주,스릴러,매튜 세빌,,,,,,,,,,,
20166941,터널 오브 에어리언,Crawl Or Die,2014,20160728,장편,개봉,미국,"SF,스릴러",미국,SF,오클라호마 워드,,,,,,,,,,,
20162422,요노스케 이야기,A Story of Yonosuke,2013,20160728,장편,개봉,일본,드라마,일본,드라마,오키타 슈이치,,,,,,,,,,,
20167601,언케이지드,Uncaged,2016,20160728,장편,개봉,미국,"공포(호러),액션,스릴러",미국,공포(호러),다니엘 로빈스,,,,,,,,,,,
20166087,절대거유의 노출증,Exposure,2015,20160727,장편,개봉,일본,성인물(에로),일본,성인물(에로),아라키 타로,,,,,,,,,,,
20167002,자유연애시대 무삭제 특별판,,2015,20160728,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,이전,20063099,(주)케이알씨지,,,,,,,,,
20167683,욕구불만 아내의 밀회,Stepmothers Secret Theater - Wives Secrets,2010,20160728,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,칸바라 이쿠토,,,,,,,,,,,
20166763,신랑은 몰라요-바람,Dangerous love affair,2015,20160727,장편,개봉,일본,성인물(에로),일본,성인물(에로),이가라시 히로츠구,,,,,,,,,,,
20167001,사냥: 헌터스 킬러,The Hunters,2011,20160728,장편,개봉,"프랑스,벨기에","공포(호러),스릴러",프랑스,공포(호러),크리스 브라이언트,,,,,,,,,,,
20150467,베티블루 37.2 디오리지널,Betty Blue,1986,20160728,장편,개봉,프랑스,멜로/로맨스,프랑스,멜로/로맨스,장 자크 베넥스,,,,,,,,,,,
20162574,대도무문,Impasse Island,2013,20160728,장편,개봉,홍콩,"드라마,액션",홍콩,드라마,유신의,,,,,,,,,,,
20166131,레이지 헤이지 크레이지,Lazy Hazy Crazy,2015,20160728,장편,개봉,홍콩,"멜로/로맨스,드라마",홍콩,멜로/로맨스,육이심,,,,,,,,,,,
20167281,러시아 엄마,,2016,20160728,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,최원준,20123221,골든타이드픽처스(주),,,,,,,,,
20166088,동생애인과의 정사,Lover of the younger sister,2015,20160727,장편,개봉,일본,성인물(에로),일본,성인물(에로),타지리 유지,,,,,,,,,,,
20150203,나우 유 씨 미 2,Now You See Me 2,2016,20160713,장편,개봉,미국,"범죄,액션",미국,범죄,존 추,,,,,,,,,,,
20161907,제이슨 본,Jason Bourne,2016,20160727,장편,개봉,미국,"액션,스릴러",미국,액션,폴 그린그래스,,,,,,,,,,,
20140281,"사랑해, 매기",Instructions not Included,2014,20160727,장편,개봉,멕시코,"코미디,드라마",멕시코,코미디,유지니오 델베즈,,,,,,,,,,,
20165561,빅,Norm Of The North ,2016,20160727,장편,개봉,"미국,인도","애니메이션,어드벤처,코미디,가족",미국,애니메이션,트레버 월,,,,,,,,,,,
20167462,기모노를 입은 아가씨,Japanese mafia Women5,2015,20160727,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,케이치 후지와라,,,,,,,,,,,
20167461,극장 치한,Eigakan chikan,2014,20160727,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,밤비노 푸린,,,,,,,,,,,
20166902,어린 엄마: 딸과 함께,Dearest Love - Nympho Obsession,2014,20160726,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,이시노 쇼세이,,,,,,,,,,,
20166661,언니들의 속사정: 탐욕의 길,Black Swan,2015,20160725,장편,개봉,일본,성인물(에로),일본,성인물(에로),야마우치 다이스케,,,,,,,,,,,
20166383,크로씽 포인트,Crossing Point,2015,20160706,장편,개봉,미국,"액션,스릴러",미국,액션,다니엘 지릴리,,,,,,,,,,,
20166084,피곤한 남편 대신 출장서비스,Insanity and gloss of young and mature housing complex wives,2015,20160720,장편,개봉,일본,성인물(에로),일본,성인물(에로),슈우키,,,,,,,,,,,
20166601,타투이스트,Anarchy Parlor,2015,20160721,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),데본 다운즈,,,,,,,케니 게이지,,,,
20150488,이지머니 3,Easy Money 3,2013,20160721,장편,개봉,스웨덴,"범죄,드라마,스릴러",스웨덴,범죄,얀스 욘손,,,,,,,,,,,
20165423,바람난 여자들,,2016,20160721,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,기대호,20154628,(주)영화사 사계절,,,,,,,,,
20163259,미스터 토렌테 <카지노를 털어라!!!>,Torrente V: Mision Eurovegas,2014,20160721,장편,개봉,스페인,"액션,코미디",스페인,액션,산티아고 세구라,,,,,,,,,,,
20164098,무국적소녀,Nowhere Girl,2015,20160721,장편,개봉,일본,"액션,스릴러",일본,액션,오시이 마모루,,,,,,,,,,,
20166086,먼저 자버린 남편과 불타는 육체,Rouge sex life of young and mature housing complex wives,2015,20160720,장편,개봉,일본,성인물(에로),일본,성인물(에로),마스다 노리히코,,,,,,,,,,,
20165502,마신자 - 빨간 옷 소녀의 저주,The Tag-Along,2015,20160721,장편,개봉,대만,공포(호러),대만,공포(호러),웨이-하오 청,,,,,,,,,,,
20166867,뜨거운 이웃 무삭제 감독판,,2015,20160721,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,이전,20063099,(주)케이알씨지,,,,,,,,,
20166903,그녀의 섹스 테크닉,,2015,20160720,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이재남,20063099,(주)케이알씨지,,,,,,,,,
20166081,굵은 애인과 불륜사이,Sexy tonge,2015,20160720,장편,개봉,일본,성인물(에로),일본,성인물(에로),고토 다이스케,,,,,,,,,,,
20166085,결혼 4년차의 불륜-남편후배와,Rouge sex life of young and mature wives,2015,20160720,장편,개봉,일본,성인물(에로),일본,성인물(에로),하야마 노부시,,,,,,,,,,,
20166912,개인교수: 심화학습 (무삭제),,2016,20160721,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,정태령,20141397,영화사 인연,,,,,,,,,
20164097,71 : 벨파스트의 눈물,'71,2014,20160721,장편,개봉,영국,"액션,전쟁,스릴러,드라마",영국,액션,얀 디맨지,,,,,,,,,,,
20161286,아이스 에이지: 지구 대충돌,Ice Age: Collision Course,2016,20160720,장편,개봉,미국,"애니메이션,어드벤처,코미디",미국,애니메이션,마이크 트메이어,,,,,,,,,,,
20167061,엄마 친구: 여자로 보일때 무삭제판,Ryoudonarino Miboujin,2009,20160720,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,사카모토 후토시,,,,,,,,,,,
20166904,엑소시즘: 로스트테이프,The Exorcism Tapes,2015,20160719,장편,개봉,미국,공포(호러),미국,공포(호러),폴 카타라노토,,,,,,,,,,,
20166441,외도,,2016,20160714,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,최우성,20063187,㈜리필름,,,,,,,,,
20164825,에브리바디 원츠 썸!!,Everybody Wants Some!!,2016,20160714,장편,개봉,미국,코미디,미국,코미디,리차드 링클레이터,,,,,,,,,,,
