movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors/0/peopleNm,companys/0/companyCd,companys/0/companyNm,directors/1/peopleNm,directors/2/peopleNm,directors/3/peopleNm,companys/1/companyCd,companys/1/companyNm,companys/2/companyCd,companys/2/companyNm
20177887,정사 : 시아버지와 도련님 무삭제,,2017,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021,(주)영화사가을,,,,,,,
20188022,그루지: 죽은 자의 저주,Happy Birth Death,2016,20180809,장편,개봉예정,말레이시아,"공포(호러),스릴러",말레이시아,공포(호러),돈 호에,,,,,,,,,
20170942,인랑,ILLANG : THE WOLF BRIGADE,2018,20180725,장편,개봉,한국,"SF,액션",한국,SF,김지운,20156868,(주)루이스 픽쳐스,,,,,,,
20187682,해적왕 작스톰,Zak Storm,2018,20180725,장편,개봉,한국,애니메이션,한국,애니메이션,필립 귀엔,20000384,(주)삼지애니메이션,,,,,,,
20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,The Haunted House: The Secret of the Cave,2018,20180725,장편,개봉,한국,"애니메이션,판타지,어드벤처",한국,애니메이션,김병갑,20110854,씨제이이앤엠(주),,,,20156290,(주)칵테일 미디어,,
20181181,미션 임파서블: 폴아웃,Mission:Impossible- Fallout,2018,20180725,장편,개봉,미국,"액션,스릴러",미국,액션,크리스토퍼 맥쿼리,20104469,파라마운트 픽쳐스,,,,,,,
20177913,새엄마는 전여친 무삭제,,2017,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021,(주)영화사가을,,,,,,,
20189482,비밀정사:작은엄마 무삭제,,2017,20180724,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021,(주)영화사가을,,,,,,,
20187469,루나,LUNA,2017,20180816,장편,개봉예정,프랑스,"드라마,멜로/로맨스",프랑스,드라마,엘자 디링거,,,,,,,,,
20164048,22,Twenty Two,2015,20180814,장편,개봉예정,"한국,중국",다큐멘터리,한국,다큐멘터리,궈커,20125317,(주)아시아홈 엔터테인먼트,,,,,,,
20185599,꼬마 보트 토토: 타요 타요 배 타요,Elias og Storegaps Hemmelighet,2017,20180712,장편,개봉,노르웨이,"애니메이션,어드벤처",노르웨이,애니메이션,시멘 알스빅,,,,,,,,,
20178522,콜 미 바이 유어 네임,Call Me by Your Name,2017,20180322,장편,개봉,"이탈리아,프랑스,브라질,미국","드라마,멜로/로맨스",이탈리아,드라마,루카 구아다니노,,,,,,,,,
20184513,위 베어 베어스: 베이비 베어스,We Bare Bears,2018,20180524,장편,개봉,미국,"애니메이션,드라마,가족",미국,애니메이션,매니 에르난데스,,,,,,,,,
20186657,맘&대드,Mom & Dad,2017,20180718,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),브라이언 테일러,,,,,,,,,
20184261,벅스 프렌즈,The Ladybug,2018,20180606,장편,개봉,중국,애니메이션,중국,애니메이션,딩 스,,,,,,,,,
20183083,중2병이라도 사랑이 하고 싶어! 테이크 온 미,Take On Me,2018,20180510,장편,개봉,일본,애니메이션,일본,애니메이션,이시하라 타츠야,,,,,,,,,
20186282,이별의 아침에 약속의 꽃을 장식하자,Maquia: When the Promised Flower Blooms,2018,20180719,장편,개봉,일본,"애니메이션,판타지,드라마",일본,애니메이션,오카다 마리,,,,,,,,,
20185643,여직원들 : 2대2 섹스 무삭제,,2018,20180723,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021,(주)영화사가을,,,,,,,
20183179,사촌누나들 무삭제,,2018,20180723,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021,(주)영화사가을,,,,,,,
20183180,두 부부의 정사 무삭제,,2018,20180723,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021,(주)영화사가을,,,,,,,
20173611,착한 형수 : 뜨거운 유혹 무삭제,,2017,20180720,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이상민,20161021,(주)영화사가을,,,,,,,
20185595,평범한 주부의 대낮불륜,Ordinary Housewife's Affair When Husband Is Away,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카타 히로키,,,,,,,,,
20185597,어린 여친에 맛들린 절정,I love you nice housekeeper,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),이케지마 유타카,,,,,,,,,
20185596,야설작가 아내가 돈버는 법,Island of Migrained Wet Tropical Night,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),야마우치 다이스케,,,,,,,,,
20185885,스페셜 스쿼드,Hot Dog,2018,20180719,장편,개봉,독일,"액션,코미디",독일,액션,토르스텐 쿤스틀러,,,,,,,,,
20187183,스와핑 : 친구의 아내 2,,2018,20180719,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,유해종,20161021,(주)영화사가을,,,,,,,
20185598,빨간 팬티 유부녀,Flirting at Apartment Complex 2,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),모리 신이치,,,,,,,,,
20185574,다다미 방과 핑크팬티,Ordinary Housewife's Affair When Husband Is Away 2,2017,20180719,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카타 히로키,,,,,,,,,
20185122,둠스데이 2018,Doomsday,2015,20180630,장편,개봉,영국,"어드벤처,액션,SF",영국,어드벤처,닐 존슨,,,,,,,,,
20185945,당대명포-의문의 주검,Devil in Tang Dynasty,2018,20180705,장편,개봉,중국,"액션,스릴러",중국,액션,양동량,,,,,,,,,
20186621,윈터스 워: 스노우 퀸,Snow Queen,2016,20180619,장편,개봉,미국,"액션,판타지",미국,액션,르네 페르즈,,,,,,,,,
20183361,인크레더블 2,INCREDIBLES 2,2018,20180718,장편,개봉,미국,"애니메이션,액션,어드벤처,코미디,가족",미국,애니메이션,브래드 버드,,,,,,,,,
20181502,빅 식,The Big Sick ,2017,20180718,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,마이클 쇼월터,,,,,,,,,
20186001,신은 죽지 않았다 3: 어둠 속의 빛,God's Not Dead: A Light in Darkness,2018,20180719,장편,개봉,미국,드라마,미국,드라마,마이클 메이슨,,,,,,,,,
20171681,박화영,Park Hwa-young,2018,20180719,장편,개봉,한국,드라마,한국,드라마,이환,20168488,명필름랩,,,,,,,
20180803,행복의 나라,Land of Happiness,2018,20180719,장편,개봉,한국,"드라마,가족",한국,드라마,정민규,20188343,(주)무다필름,,,,,,,
20189802,나와 봄날의 약속,I Have a Date with Spring,2017,20180628,장편,개봉,한국,"미스터리,판타지",한국,미스터리,백승빈,20160661,(주)마일스톤컴퍼니,,,,,,,
20172405,카운터스,Counters,2017,20180815,장편,개봉예정,한국,"액션,다큐멘터리",한국,액션,이일하,20157748,exposed film,,,,,,,
20185521,오 루시!,Oh Lucy!,2017,20180628,장편,개봉,미국,"멜로/로맨스,코미디",미국,멜로/로맨스,히라야나기 아츠코,,,,,,,,,
20188481,충격과 공포,SHOCK and AWE,2017,20180906,장편,개봉예정,미국,드라마,미국,드라마,롭 라이너,,,,,,,,,
20167903,원더풀 고스트,,2018,20180926,장편,후반작업,한국,"코미디,드라마,범죄",한국,코미디,조원희,20188142,(주)데이드림엔터테인먼트,,,,,,,
20185901,뮤즈,Muse,2017,20180723,장편,개봉,스페인,공포(호러),스페인,공포(호러),하우메 발라게로,,,,,,,,,
20187741,빅 스코어,Purasangre,2016,20180823,장편,개봉예정,멕시코,"범죄,액션,스릴러",멕시코,범죄,,,,,,,,,,
20187683,플로이,PLOEY-You Never Fly Alone,2018,20180815,장편,개봉예정,"아이슬란드,벨기에","애니메이션,어드벤처,가족",아이슬란드,애니메이션,아르니 올라푸르 아스게이르손,,,,,,,,,
20186622,판더믹,Pandemic,2015,20180713,장편,개봉,미국,액션,미국,액션,존 슈이츠,,,,,,,,,
20185621,호텔 아르테미스,Hotel Artemis ,2018,20180718,장편,개봉,미국,"액션,범죄",미국,액션,드류 피어스,,,,,,,,,
20188007,명기 사모님:몸으로 떼우기,Syakintuma,2017,20180718,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,모리 히데토라,,,,,,,,,
20188041,대물 부장님:환장하는 여직원들,Urayamsugirubutyousan,2016,20180718,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,후지모토 죠지,,,,,,,,,
20188042,독전: 익스텐디드 컷,,2017,20180718,장편,개봉,한국,"범죄,액션",한국,범죄,이해영,20137896,(주)용필름,,,,,,,
20178444,극장판 레이디버그: 미라클스톤의 비밀,Miraculous: The Secret of Miracle Stone,2017,20180125,장편,개봉,프랑스,애니메이션,프랑스,애니메이션,토마스 아스트뤽,,,,,,,,,
20176784,밤은 짧아 걸어 아가씨야,"NIGHT IS SHORT, WALK ON GIRL",2017,20180329,장편,개봉,일본,"애니메이션,멜로/로맨스,코미디,판타지",일본,애니메이션,유아사 마사아키,,,,,,,,,
20176785,새벽을 알리는 루의 노래,Lu over the wall,2017,20180131,장편,개봉,일본,애니메이션,일본,애니메이션,유아사 마사아키,,,,,,,,,
20179731,나미야 잡화점의 기적,The Miracles of the Namiya General Store,2017,20180228,장편,개봉,일본,"판타지,드라마",일본,판타지,히로키 류이치,,,,,,,,,
20172469,허스토리,Herstory,2017,20180627,장편,개봉,한국,드라마,한국,드라마,민규동,20100340,(주)수필름,,,,,,,
20184782,호비와 매직 아일랜드,Shimajiro's Wow! Shimajiro and the Adventure of Magic Island,2018,20180606,장편,개봉,일본,애니메이션,일본,애니메이션,카와마타 히로시,,,히로 타카시마,,,,,,
20188008,정사:이모와 조카들,BOKUNOSYUKUBO-01,2017,20180716,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,키무라 히로유키,,,,,,,,,
20187284,허리케인 샤크네이도,Sharknado: The 4th Awakens,2016,20180708,장편,개봉,미국,"SF,액션",미국,SF,안소니 C. 페란트,,,,,,,,,
20187441,사이드 이펙트,Bieffekterna,2016,20180703,장편,개봉,스웨덴,"SF,멜로/로맨스",스웨덴,SF,안드레아스 클리멘트,,,안드레 헤데토프트,,,,,,
20164389,엄마의 공책,Notebook from My Mother,2017,20180315,장편,개봉,한국,"드라마,가족",한국,드라마,김성호,20111564,(주)영화사조아,,,,,,,
20168748,리벤지,Bound to Vengeance,2016,20180713,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),호세 마누엘 크라비오토,,,,,,,,,
20180943,꼬마영웅 바비,Bobby the Hedgehog,2016,20180530,장편,개봉,중국,"애니메이션,어드벤처,코미디",중국,애니메이션,지안밍 후앙,,,,,,,,,
20185882,킬링 군터,Killing Gunther,2017,20180712,장편,개봉,미국,"액션,코미디",미국,액션,타란 킬램,,,,,,,,,
20175834,몬몬몬 몬스터,Mon Mon Mon Monsters,2017,20180712,장편,개봉,대만,"공포(호러),스릴러",대만,공포(호러),구파도,,,,,,,,,
20187681,뮤즈 드론즈 월드투어 실황,MUSE DRONES WORLD TOUR,2018,20180712,장편,개봉,영국,공연,영국,공연,톰 커크,,,,,,,,,
20185572,평일낮의 아내 도촬,Spy Cam Targeted Housewife,2017,20180712,장편,개봉,일본,성인물(에로),일본,성인물(에로),타카사카 유타,,,,,,,,,
20173942,펠리니를 찾아서,In Search of Fellini,2017,20180712,장편,개봉,미국,"어드벤처,드라마",미국,어드벤처,타론 렉스톤,,,,,,,,,
20175221,킬링 디어,The Killing of a Sacred Deer,2017,20180712,장편,개봉,"미국,영국",스릴러,미국,스릴러,요르고스 란티모스,,,,,,,,,
20183252,철마류 2018,The Real Iron Monkey,2018,20180712,장편,개봉,홍콩,"액션,드라마",홍콩,액션,엽영건,,,,,,,,,
20185571,일정식집 거유모녀,Red Hot Heavy-Breasted Mom & Daughter in Small Restaurant,2017,20180712,장편,개봉,일본,성인물(에로),일본,성인물(에로),가토 코우지,,,,,,,,,
20184129,은밀한 유혹: 내가 잠든 동안에,Bang Bang Baby,2015,20180712,장편,개봉,캐나다,드라마,캐나다,드라마,제프리 St. 줄스,,,,,,,,,
20185573,여성전용 마사지 도촬,Secret Late-Night Massage Shop for Only Women 5,2017,20180712,장편,개봉,일본,성인물(에로),일본,성인물(에로),나베 유키오,,,,,,,,,
20186925,신혼부부의 성생활,,2018,20180712,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,조태호,20161021,(주)영화사가을,,,,,,,
20186462,선녀는 몸으로 운다-감독판,,2018,20180712,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099,(주)케이알씨지,,,,,,,
20183133,서버비콘,Suburbicon,2017,20180712,장편,개봉,미국,"범죄,미스터리",미국,범죄,조지 클루니,,,,,,,,,
20185944,당대명포-고수의 부활,Devil in Tang Dynasty 2,2018,20180712,장편,개봉,중국,"액션,스릴러",중국,액션,양동량,,,,,,,,,
20185594,풍속녀 도촬성공,Wallet-Friendly Hand Job Shop,2017,20180712,장편,개봉,일본,성인물(에로),일본,성인물(에로),후지타 마키,,,,,,,,,
20182564,"오늘 밤, 로맨스 극장에서",Color Me True,2018,20180711,장편,개봉,일본,"판타지,멜로/로맨스",일본,판타지,타케우치 히데키,,,,,,,,,
20181443,스카이스크래퍼,skyscraper,2018,20180711,장편,개봉,미국,"액션,스릴러",미국,액션,로슨 마샬 터버,,,,,,,,,
20186584,연애 : 엄마친구,,2018,20180710,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,유해종,20161021,(주)영화사가을,,,,,,,
20187395,어린 여배우 무삭제판,,2018,20180710,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099,(주)케이알씨지,,,,,,,
20172728,좀비 vs 헌터,Zombie Hunter,2013,20180111,장편,기타,캐나다,"액션,스릴러,코미디,SF",캐나다,액션,K. 킹,,,,,,,,,
20174369,변산,Sunset in My Hometown,2017,20180704,장편,개봉,한국,드라마,한국,드라마,이준익,20188281,변산문화산업전문(유),,,,,,,
20187102,미투 숨겨진 진실,,2018,20180629,장편,개봉,한국,기타,한국,기타,마현진,20140773,(주)에스와이미디어,,,,,,,
20185886,시크릿 어페어,About Love,2017,20180706,장편,개봉,러시아,"멜로/로맨스,드라마",러시아,멜로/로맨스,브라디미르 보르초,,,,,,,,,
20183584,메가로돈,The Meg,2018,20180815,장편,개봉예정,미국,"액션,공포(호러),SF",미국,액션,존 터틀타웁,,,,,,,,,
20187471,장모학개론-무삭제,,2017,20180706,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김다니엘,20130184,스마일컨텐츠,,,,,,,
20187383,호텔 타지마할,HOUSE OF WAR,2018,20180705,장편,개봉,호주,"액션,범죄,스릴러",호주,액션,리엄 워싱턴,,,,,,,,,
20171841,헤밍웨이 인 하바나,Papa Hemingway in Cuba,2016,20180705,장편,개봉,"미국,캐나다",드라마,미국,드라마,밥 야리,,,,,,,,,
20180522,앤트맨과 와스프,Ant-Man and the Wasp,2018,20180704,장편,개봉,미국,"액션,어드벤처,SF",미국,액션,페이튼 리드,,,,,,,,,
20185593,훔쳐보는 야릇한 온천탕,Ero peek peeping and yeah!,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),오가와 킨야,,,,,,,,,
20185884,햄스테드,Hampstead,2017,20180705,장편,개봉,"영국,벨기에","코미디,드라마,멜로/로맨스",영국,코미디,조엘 홉킨스,,,,,,,,,
20185592,한여름의 풍만녀들,Creampie Challenge throughout Japan 3,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),사카타 히로키,,,,,,,,,
20185181,킬링 인 더 무비,Cut Shoot Kill,2017,20180704,장편,개봉,미국,"액션,범죄",미국,액션,마이클 워커,,,,,,,,,
20186881,친구엄마들,,2018,20180705,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,조태호,20161021,(주)영화사가을,,,,,,,
20181783,잉글랜드 이즈 마인,England Is Mine,2017,20180705,장편,개봉,영국,드라마,영국,드라마,마크 길,,,,,,,,,
20184427,음란 조선 기방,,2018,20180704,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099,(주)케이알씨지,,,,,,,
20185570,오르가즘을 보여드립니다,Just before fainting 2,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,,,,,,,,,
20185568,불륜 천국의 여인들,Flirting at Apartment Complex,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),오오무라 타쿠야,,,,,,,,,
20185566,복숭아 엉덩이 소녀와 바니걸,Horny adventure of Momojiri girl,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),세키네 카즈요시,,,,,,,,,
20185561,뮤턴트 워,The Invisible Boy: Second Generation ,2018,20180705,장편,개봉,이탈리아,"SF,액션,판타지",이탈리아,SF,가브리엘 살바토레,,,,,,,,,
20185946,도묘필기: 제국의 서막,THE LOST TOMB,2015,20180705,장편,개봉,중국,"액션,어드벤처,미스터리",중국,액션,나영창,,,,,,,,,
20185567,노브라 요가마사지,yoga Instructor provoke without underwear,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,,,,,,,,,
20185569,남친이 섹스로봇이면,Love Robot drizzle innocence intelligence,2017,20180705,장편,개봉,일본,성인물(에로),일본,성인물(에로),와타나베 모토즈쿠,,,,,,,,,
20187479,음란한 오피스:대주는 여비서,President's secretary-Wet hole,2018,20180703,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,에츠로,,,,,,,,,
20187584,나쁜남자-사모님의 엉덩이,Ixtukaosiirijikenn,2017,20180703,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,토미죠 타로,,,,,,,,,
20187474,탱글탱글 여문 요가녀의 가슴,I want to lick her breast-Invited by a yoga instructor woman,2017,20180702,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,에츠로,,,,,,,,,
20187282,친구의 여자,When the virgin is over ...,2017,20180702,장편,개봉,일본,드라마,일본,드라마,넷쿄쿠 타란티노,,,,,,,,,
20187281,가정부의 맛,Service of a housekeeper,2017,20180702,장편,개봉,일본,드라마,일본,드라마,긴다이치 코고로,,,,,,,,,
20185925,카르멘,Carmen,2017,20180701,장편,개봉,독일,"공연,멜로/로맨스",독일,공연,카스퍼 홀텐,,,,,,,,,
20176104,그것만이 내 세상,Keys to the Heart,2017,20180117,장편,개봉,한국,"코미디,드라마",한국,코미디,최성현,20100278,(주)제이케이필름,,,,20110854,씨제이이앤엠(주),,
20178161,탐정: 리턴즈,The Accidental Detective 2: In Action,2018,20180613,장편,개봉,한국,"코미디,범죄",한국,코미디,이언희,20061727,(주)크리픽쳐스,,,,,,,
20183129,애연,,2018,20180628,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이숭환,20063099,(주)케이알씨지,,,,,,,
20185484,안나 카레니나,ANNA KARENINA,2018,20180629,장편,개봉,한국,뮤지컬,한국,뮤지컬,신예지,20176121,(주)비프로,,,,,,,
20187321,제니퍼 그래이슨 실종 사건,The Abduction of Jennifer Grayson,2017,20180627,장편,개봉,미국,"드라마,스릴러",미국,드라마,,,,,,,,,,
20186241,블러드 뱀파이어,Vampariah,2016,20180627,장편,개봉,미국,공포(호러),미국,공포(호러),매튜 아바야,,,,,,,,,
20186576,라이즈 오브 더 풋솔져 3,Rise of the Footsoldier 3,2017,20180627,장편,개봉,영국,"액션,코미디,범죄",영국,액션,잭커리 애들러,,,,,,,,,
20185961,루킹 글라스,Looking Glass,2018,20180623,장편,개봉,미국,스릴러,미국,스릴러,팀 헌터,,,,,,,,,
20186861,리턴,,2017,20180622,장편,개봉,한국,,한국,,최석원,20123567,(주)레드언더미디어,,,,,,,
20186284,교회누나,A woman of God,2018,20180622,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,에로핑,20187942,(주)엔트리미디어,,,,,,,
20171687,배틀필드: 카르발라 전투,KARBALA,2015,20180621,장편,개봉,폴란드,"전쟁,액션",폴란드,전쟁,크지슈토프 루카스제빅즈,,,,,,,,,
20185929,바이킹: 왕좌의 게임,Viking,2016,20180628,장편,개봉,러시아,"액션,드라마",러시아,액션,안드레이 크라프추크,,,,,,,,,
20185109,로보트캅: 기계들의 반란,Robot Revolution,2015,20180619,장편,개봉,미국,"SF,액션",미국,SF,앤드류 벨웨어,,,,,,,,,
20186577,디 아이즈,The Eyes,2017,20180615,장편,개봉,미국,"범죄,드라마,미스터리,스릴러",미국,범죄,,,,,,,,,,
20186302,친구엄마: 여자친구의 엄마를 탐하다(무삭제),,2018,20180615,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,강정훈,20112175,(주)소나무픽쳐스,,,,,,,
20186303,친구 딸들의 맛,,2018,20180615,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,강정훈,20112175,(주)소나무픽쳐스,,,,,,,
20186323,착한 장모님들과의 정사,,2018,20180615,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,강정훈,20112175,(주)소나무픽쳐스,,,,,,,
20183222,일본 혼혈여대생 마사지,The mixed collage girl who was framed with erotic massage 2,2017,20180614,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,,,,,,,,,
20183221,유부녀의 비밀 정력제,Infringe your virginity!,2017,20180614,장편,개봉,일본,성인물(에로),일본,성인물(에로),드래곤 니시카와,,,,,,,,,
20173410,뱀파이어 클린업 디파트먼트,Vampire Cleanup Department,2017,20180609,장편,개봉,홍콩,"액션,어드벤처,코미디",홍콩,액션,박 윙 얀,,,신 항 치우,,,,,,
20182761,제주도 야한밤 무삭제,,2018,20180607,장편,개봉,한국,,한국,,박은석,20100142,(주)씨맥스커뮤니케이션즈,,,,,,,
20184081,초대녀,,2018,20180605,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,최우성,20169329,(주)컨텐츠 빌리지,,,,,,,
20175865,너와 극장에서,Cinema with You,2017,20180628,옴니버스,개봉,한국,드라마,한국,드라마,유지영,20063246,서울독립영화제,정가영,김태진,,,,,
20184805,네베스타: 유령신부,The Bride,2017,20180628,장편,개봉,러시아,"공포(호러),스릴러",러시아,공포(호러),스브야토슬라브 포드가에브스키,,,,,,,,,
20186921,후배부부와 교환섹스,,2018,20180629,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,남현수,20130184,스마일컨텐츠,,,,,,,
20183251,황제의 검신,The Fate of Swordman,2018,20180628,장편,개봉,중국,액션,중국,액션,진진,,,,,,,,,
20186684,스틸 더 머니: 314 비밀금고,To steal from a thief,2016,20180628,장편,개봉,스페인,"범죄,스릴러",스페인,범죄,다니엘 칼파소로,,,,,,,,,
20183923,밀애 : 부부카풀,,2018,20180628,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,임현태,20161021,(주)영화사가을,,,,,,,
20148879,라이프 필스 굿,Life Feels Good,2014,20180628,장편,개봉,폴란드,드라마,폴란드,드라마,마시에이 피에프르지카,,,,,,,,,
20185081,아이 필 프리티,I Feel PRETTY ,2018,20180606,장편,개봉,미국,코미디,미국,코미디,아비 콘,,,,,,,,,
20174225,메멘토모리,MEMENTO MORI,2018,20180628,장편,개봉,한국,스릴러,한국,스릴러,이철민,20138478,(주)아이엠티브이,,,,20063153,파인스토리,,
20176765,그림자 먹는 개,The Dog Eating Up Shadows,2016,20180628,장편,개봉,한국,드라마,한국,드라마,최나니,20157388,스튜디오 사이,,,,,,,
20172767,거룩한 분노,The Divine Order,2016,20180628,장편,개봉,스위스,드라마,스위스,드라마,페트라 볼프,,,,,,,,,
20184741,어린 누나-무삭제판,,2017,20180626,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김태수,20173121,너바나 필름,,,,,,,
20180144,더 머니,Highland Park,2013,20180601,장편,개봉,미국,"코미디,드라마",미국,코미디,,,,,,,,,,
20184721,시카리오: 데이 오브 솔다도,Sicario: Day of the Soldado,2018,20180627,장편,개봉,미국,"액션,범죄,드라마",미국,액션,스테파노 솔리마,,,,,,,,,
20185001,빅샤크: 매직체인지,Happy Little Submarine : MagicBox of Time ,2015,20180627,장편,개봉,중국,애니메이션,중국,애니메이션,헤 질리,,,,,,,,,
20185341,마녀,The Witch : Part 1. The Subversion,2018,20180627,장편,개봉,한국,"미스터리,액션",한국,미스터리,박훈정,20161022,(주)영화사 금월,,,,20101149,(주)페퍼민트앤컴퍼니,,
20058053,리틀 맨하탄,Little Manhattan,2005,20180627,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,마크 레빈,,,,,,,,,
20183207,하숙집 여자들,,2018,20180626,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,조태호,20161021,(주)영화사가을,,,,,,,
20186482,파라노말 2018,Paranormal Asylum,2016,20180626,장편,개봉,미국,"공포(호러),스릴러",미국,공포(호러),님로드 잘마노아이즈,,,,,,,,,
20186404,옆집누나들,,2018,20180621,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김경택,20130184,스마일컨텐츠,,,,,,,
20184101,여중생A,Student A,2018,20180620,장편,개봉,한국,드라마,한국,드라마,이경섭,20122736,(주)영화사울림,,,,20188201,네이버웹툰 주식회사,,
20184845,미드나잇 선,Midnight Sun,2018,20180621,장편,개봉,미국,멜로/로맨스,미국,멜로/로맨스,스콧 스피어,,,,,,,,,
20174647,튼튼이의 모험,Loser's Adventure,2017,20180621,장편,개봉,한국,코미디,한국,코미디,고봉수,,,,,,,,,
20184647,한밤의 황당한 저주,The Night Watchmen,2017,20180625,장편,개봉,미국,공포(호러),미국,공포(호러),미첼 알티에리,,,,,,,,,
20187202,조카들에게 당하는 발정난 이모,Bokuno Syukubo-02,2017,20180625,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,키무라 히로유키,,,,,,,,,
20183423,오목소녀,Omok Girl,2018,20180524,장편,개봉,한국,드라마,한국,드라마,백승화,20100036,㈜인디스토리,,,,,,,
20186926,게이트-완결판,,2018,20180621,장편,개봉,한국,"범죄,코미디",한국,범죄,신재호,20186982,삼삼공구 브라더스,,,,,,,
20183741,다이노 헌터: 티렉스VS파키리노 대격돌,"Walking with Dinosaurs : Prehistoric Planet, Planet Dinosaur 3D",2018,20180517,장편,개봉,영국,애니메이션,영국,애니메이션,닐 나이팅게일,,,베리 쿡,앤드류 코헨,,,,,
20182561,당갈,Dangal,2016,20180425,장편,개봉,인도,"액션,드라마",인도,액션,니테쉬 티와리,,,,,,,,,
20184668,디트로이트,DETROIT,2017,20180531,장편,개봉,미국,스릴러,미국,스릴러,캐서린 비글로우,,,,,,,,,
20184582,이름없는 새,Birds Without Names,2017,20180621,장편,개봉,일본,"멜로/로맨스,스릴러",일본,멜로/로맨스,시라이시 카즈야,,,,,,,,,
20184512,토니스토리2: 고철왕국의 친구들,Knight Rusty 2: Full Metal Racket ,2017,20180613,장편,개봉,독일,"애니메이션,코미디,어드벤처",독일,애니메이션,토마스 보덴스타인,,,마커스 하먼,,,,,,
20136376,라이크 크레이지,Like Crazy,2011,20180530,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,드레이크 도레무스,,,,,,,,,
20183381,5.18 힌츠페터 스토리,5.18 Hinzpeter Story,2018,20180517,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,장영주,20114875,KBS,,,,,,,
20186265,정사 : 캠퍼스 커플,,2018,20180622,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,임현태,20161021,(주)영화사가을,,,,,,,
20182001,개들의 섬,Isle of Dogs,2018,20180621,장편,개봉,미국,"코미디,애니메이션,다큐멘터리",미국,코미디,웨스 앤더슨,,,,,,,,,
20184699,바르다가 사랑한 얼굴들,Faces Places ,2017,20180614,장편,개봉,프랑스,다큐멘터리,프랑스,다큐멘터리,아녜스 바르다,,,제이알,,,,,,
