movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors/0/peopleNm,companys/0/companyCd,companys/0/companyNm,directors/1/peopleNm,directors/2/peopleNm,directors/3/peopleNm,companys/1/companyCd,companys/1/companyNm,companys/2/companyCd,companys/2/companyNm,companys/3/companyCd,companys/3/companyNm
20139801,성난 화가,Angry Painter,2015,20150618,장편,개봉,"한국,에스토니아",액션,한국,액션,전규환,20062557,(주)트리필름,,,,,,,,,
20159024,목욕탕 그녀와 알바남,Lofty Dreamed Girl,2015,20151130,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,오부치 아키라,,,,,,,,,,,
20159196,다다미 방의 정사,Mind-Reading Helper,2015,20151202,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,오쿠 와타루,,,,,,,,,,,
20157702,스윗 프랑세즈,Suite Francaise,2015,20151203,장편,개봉,"영국,프랑스,미국","멜로/로맨스,전쟁",영국,멜로/로맨스,사울 딥,,,,,,,,,,,
20144683,하트 오브 더 씨,In the Heart of the Sea,2015,20151203,장편,개봉,미국,"액션,어드벤처,드라마",미국,액션,론 하워드,,,,,,,,,,,
20157784,아이다 라스칼라,Aida,2015,20151205,장편,개봉,독일,공연,독일,공연,페터 슈타인,,,,,,,,,,,
20159335,하숙생 씻겨주는 과부,Miboujin gesyuku asagiri ichika,2012,20151204,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20157503,십이야: 깊고 붉은 열두 개의 밤 Chapter1,12 Deep Red Nights,2014,20150723,장편,개봉,한국,"공포(호러),스릴러",한국,공포(호러),오인천,20156688,블리트필름,,,,,,,,,
20144422,아일랜드 - 시간을 훔치는 섬,Island,2014,20151126,장편,개봉,한국,"미스터리,드라마",한국,미스터리,박진성,20130310,(주)고앤고필름,,,,,,,,,
20142241,트라이브,The Tribe,2014,20150129,장편,개봉,"우크라이나,네덜란드",드라마,우크라이나,드라마,미로슬라브 슬라보슈비츠키,,,,,,,,,,,
20159421,러브 이즈 크라임,Love is the Perfect Crime,2013,20150530,장편,개봉,"프랑스,스위스","드라마,스릴러",프랑스,드라마,아르노 라리외,,,장-마리 라리외,,,,,,,,
20156732,포스 마쥬어: 화이트 베케이션,Force Majeure,2014,20150312,장편,개봉,"스웨덴,프랑스,덴마크,노르웨이",드라마,스웨덴,드라마,루벤 외스틀룬드,,,,,,,,,,,
20142422,화이트 갓,White God,2014,20150402,장편,개봉,"헝가리,독일,스웨덴","드라마,스릴러",헝가리,드라마,코르넬 문드럭초,,,,,,,,,,,
20155927,와일드 테일즈: 참을 수 없는 순간,Wild Tales,2014,20150521,장편,개봉,"스페인,아르헨티나","코미디,스릴러",스페인,코미디,데미안 스지프론,,,,,,,,,,,
20159521,라이드 : 나에게로의 여행,Ride,2014,20150716,장편,개봉,미국,드라마,미국,드라마,헬렌 헌트,,,,,,,,,,,
20150061,셀마,SELMA,2014,20150723,장편,개봉,미국,드라마,미국,드라마,에바 두버네이,,,,,,,,,,,
20157567,체르노빌: 원전 대폭발,Inseparable,2013,20151203,장편,개봉,러시아,"어드벤처,액션,드라마",러시아,어드벤처,비탈리 보로비요브,,,,,,,,,,,
20159357,잃어버린 세계를 찾아 2015,The Land That Time Forgot,2009,20151203,장편,개봉,미국,"어드벤처,판타지",미국,어드벤처,C. 토마스 하우웰,,,,,,,,,,,
20159356,하오의 음몽 무삭제판,Annals Story of molestation - Horny Dream of Broad daylight -,2012,20151203,장편,개봉,일본,멜로/로맨스,일본,멜로/로맨스,아키야마 토요,,,,,,,,,,,
20149269,아이 킬드 마이 마더,I Killed My Mother,2009,20150115,장편,개봉,캐나다,드라마,캐나다,드라마,자비에 돌란,,,,,,,,,,,
20142282,리바이어던,Leviathan,2014,20150319,장편,개봉,러시아,"가족,드라마",러시아,가족,안드레이 즈비아긴체프,,,,,,,,,,,
20159334,스튜어디스의 이중생활,Nureta aikagi stewardess jyoshiryou,1998,20151203,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,하세가와 쿠니히로,,,,,,,,,,,
20156643,모스트 바이어런트,A Most Violent Year,2014,20150402,장편,개봉,미국,범죄,미국,범죄,J.C 챈더,,,,,,,,,,,
20153083,사우스포,Southpaw,2015,20151203,장편,개봉,미국,"드라마,액션",미국,드라마,안톤 후쿠아,,,,,,,,,,,
20159101,써드 퍼슨 - 감독판,Third Person,2013,20150528,장편,개봉,미국,"드라마,미스터리,멜로/로맨스",미국,드라마,폴 해기스,,,,,,,,,,,
20155737,비포 위 고,Before We Go,2014,20151202,장편,개봉,미국,"코미디,드라마,멜로/로맨스",미국,코미디,크리스 에반스,,,,,,,,,,,
20159064,밤을 걷는 뱀파이어 소녀,A Girl Walks Home Alone at Night,2014,20150625,장편,개봉,미국,"공포(호러),멜로/로맨스,스릴러",미국,공포(호러),애나 릴리 아미푸르,,,,,,,,,,,
20159002,서태지밴드 콘서트투어 '콰이어트나이트',Seotaiji Band Concert Tour 'Quiet Night',2015,20151126,장편,개봉,한국,공연,한국,공연,서태지,20101130,(주)서태지컴퍼니,,,,,,,,,
20159901,네이든,X Plus Y,2014,20150625,장편,개봉,영국,드라마,영국,드라마,모건 매튜스,,,,,,,,,,,
20159194,음탕한 여대생 기숙사,Girls' dormitory on target/ Secretly afternoon of nasty caretaker,2014,20151202,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20159192,밤손님과 거유녀,Adultery busty wife / Distorted lust,2014,20151202,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20159195,과부의 욕정 풀기,Secret agreement game,2014,20151202,장편,개봉,일본,성인물(에로),일본,성인물(에로),카타오카 슈지,,,,,,,,,,,
20159193,간호사들의 음담패설-충격실화,Midnight consulting room special 1,2014,20151202,장편,개봉,일본,성인물(에로),일본,성인물(에로),카타오카 슈지,,,,,,,,,,,
20159285,전철에서 만난 사랑이야기,Jituroku Chikandensya,2012,20151202,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,사카모토 후토시,,,,,,,,,,,
20150522,러덜리스,Rudderless,2014,20150709,장편,개봉,미국,"코미디,드라마",미국,코미디,윌리엄 H. 머시,,,,,,,,,,,
20156967,투 라이프,To Life,2014,20150507,장편,개봉,프랑스,드라마,프랑스,드라마,장 자크 질베르만,,,,,,,,,,,
20158670,위아영,While We're Young,2014,20150514,장편,개봉,미국,"코미디,드라마",미국,코미디,노아 바움백,,,,,,,,,,,
20158148,도미니언: 드라코니안의 음모,Dominion,2014,20151127,장편,개봉,미국,"액션,SF,스릴러",미국,액션,리차드 로리,,,,,,,,,,,
20157175,괴물의 아이,The Boy and The Beast,2015,20151125,장편,개봉,일본,"애니메이션,판타지,어드벤처",일본,애니메이션,호소다 마모루,,,,,,,,,,,
20157590,드래곤 레저렉션,Dragonquest,2009,20151126,장편,개봉,미국,"액션,어드벤처,판타지",미국,액션,마크 앳킨스,,,,,,,,,,,
20158836,공즉시색,,2015,20151126,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김현빈,20154628,(주)영화사 사계절,,,,20140745,펀펀한영화사,,,,
20141611,들꽃,Wild Flowers,2014,20151105,장편,개봉,한국,드라마,한국,드라마,박석영,20139155,(주)무비엔진,,,,,,,,,
20157986,검은손,Black Hand,2015,20150416,장편,개봉,한국,공포(호러),한국,공포(호러),박재식,20123221,골든타이드픽처스(주),,,,,,,,,
20145163,카발레리아 루스티카나 & 팔리아치,CAVALLERIA RUSTICANA & PAGLIACCI,2015,20151121,장편,개봉,미국,공연,미국,공연,,,,,,,,,,,,
20145085,세인트 빈센트,St. Vincent,2014,20150305,장편,개봉,미국,"코미디,드라마",미국,코미디,데오도르 멜피,,,,,,,,,,,
20158987,젊은 과부의 애프터서비스,Miboujin gesyuku uchida minako,2010,20151130,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20158845,완벽한 사육: 인간 사냥,Awaken,2015,20151119,장편,개봉,미국,"액션,공포(호러),스릴러",미국,액션,마크 앳킨스,,,,,,,,,,,
20157062,클로즈 레인지,Close Range,2015,20151119,장편,개봉,미국,"액션,범죄",미국,액션,아이삭 플로렌틴,,,,,,,,,,,
20158725,동창회의 목적(무삭제),Purpose of Reunion,2015,20151119,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,정대만,20140745,펀펀한영화사,,,,,,,,,
20158806,용주골,,2015,20151119,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,최우성,20158088,핵존슨,,,,,,,,,
20156681,친절한 가정부,THE MAIDROID,2014,20150226,장편,개봉,한국,코미디,한국,코미디,노진수,20140968,(주)블루아이엔터테인먼트,,,,20154108,영화사 분홍신,,,,
20158986,하숙집 자매: 총각,Miboujin gesyuku hamerareta bijin shimai,2010,20151127,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카에데,,,,,,,,,,,
20147718,리큐에게 물어라,Ask This of Rikyu,2013,20151127,장편,개봉,일본,드라마,일본,드라마,타나카 미츠토시,,,,,,,,,,,
20157851,아내에겐 할 수 없는 일-화장실,"Can't do with my wife ""For example..."" 2",2014,20151118,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20157883,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,Power Rangers The Movie Train Force VS Dino force THE MOVIE,2014,20151126,장편,개봉,일본,"액션,SF",일본,액션,와타나베 카츠야,,,,,,,,,,,
20155275,맛있는 정사: 오피스 와이프,My Office Wife,2015,20151117,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,김학묵,20063099,(주)케이알씨지,,,,,,,,,
20151482,종이 달,Pale Moon,2014,20150723,장편,개봉,일본,드라마,일본,드라마,요시다 다이하치,,,,,,,,,,,
20153981,칼릴 지브란의 예언자,Kahlil Gibran's The Prophet,2015,20150910,장편,개봉,"미국,프랑스,캐나다,기타,카타르",애니메이션,미국,애니메이션,로저 알러스,,,,,,,,,,,
20157467,킬 리스트,Kill List,2012,20151112,장편,개봉,영국,"범죄,액션,스릴러",영국,범죄,벤 휘틀리,,,,,,,,,,,
20158464,엄마친구(무삭제판),,2015,20151112,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,명석환,20154628,(주)영화사 사계절,,,,,,,,,
20145164,호수의 여인,LA DONNA DEL LAGO,2015,20151024,장편,개봉,미국,공연,미국,공연,,,,,,,,,,,,
20078266,친밀한 적,Intimate Enemies,2007,20151119,장편,개봉,프랑스,"드라마,전쟁",프랑스,드라마,플로렝 에밀리오 시리,,,,,,,,,,,
20157589,나치의 대침공,Nazis at the Center of the Earth,2012,20151119,장편,개봉,"미국,독일","액션,어드벤처,스릴러,SF",미국,액션,조셉 J. 로손,,,,,,,,,,,
20158327,왕의 이름으로 3,In the Name of the King 3,2013,20151119,장편,개봉,"캐나다,불가리아","액션,어드벤처,판타지,드라마",캐나다,액션,우베 볼,,,,,,,,,,,
20158805,킬러,Laugh Killer Laugh,2015,20151126,장편,개봉,미국,"액션,범죄,스릴러",미국,액션,카말 암드,,,,,,,,,,,
20158922,블랙홀,The Black Hole,2014,20151126,장편,개봉,미국,SF,미국,SF,마크 스티븐 그로브,,,,,,,,,,,
20158985,범해진 소녀들,Rengouno Onnna ,2014,20151126,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,우치다 나오유키,,,,,,,,,,,
20156162,운명의 힘,La Forza del Destino,2013,20151024,장편,개봉,독일,공연,독일,공연,애셔 피쉬,,,,,,,,,,,
20159142,쥬라기 시티,Jurassic City,2014,20151126,장편,개봉,미국,액션,미국,액션,숀 케인,,,,,,,,,,,
20157194,소림사 : 무림 절대고수,OF MONKS AND MASTERS : WOOES AT THE WINERY,2015,20151112,장편,개봉,중국,"액션,스릴러,사극",중국,액션,해도,,,,,,,,,,,
20157193,소림사 무림 탐정-대흥도방,OF MONKS AND MASTERS : CURSE OF THE GAMBLING HOUSE,2015,20151112,장편,개봉,중국,"액션,스릴러,사극",중국,액션,해도,,,,,,,,,,,
20158198,따라지: 비열한 거리 무삭제판,The Outsider: Mean Streets,2014,20151112,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,신동엽,20156148,디에스미디어,,,,20122959,(주)영화사골든오션,,,,
20158463,포장마차-무삭제판,,2015,20151111,장편,개봉,한국,"코미디,멜로/로맨스",한국,코미디,최율권희,20063187,㈜리필름,,,,,,,,,
20158923,배트맨 v 슈퍼맨: 섹시히어로즈의 탄생,BATMAN v SUPERMAN AN AXEL BRAUN PARODY,2015,20151126,장편,개봉,미국,"액션,SF",미국,액션,악셀 브라운,,,,,,,,,,,
20157853,모텔과 화장실,Watering hole of love: dairy of salon,2014,20151125,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20157852,달빛섹스정사-기모노,The beauty in the moonlight,2014,20151125,장편,개봉,일본,성인물(에로),일본,성인물(에로),키타가와 아츠야,,,,,,,,,,,
20157855,남편과 다른 맛,The lust case file on the noon ,2014,20151125,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20157854,그 입술에 사랑을,Love a heart,2014,20151125,장편,개봉,일본,성인물(에로),일본,성인물(에로),이사카와 히토시,,,,,,,,,,,
20152182,무서운 집,Scary House,2014,20150730,장편,개봉,한국,공포(호러),한국,공포(호러),양병간,20141510,무서운영화,,,,,,,,,
20152871,스파이 브릿지,Bridge of Spies,2015,20151105,장편,개봉,미국,"스릴러,드라마",미국,스릴러,스티븐 스필버그,,,,,,,,,,,
20151481,헝거게임: 더 파이널,The Hunger Games: Mockingjay - Part 2,2015,20151118,장편,개봉,미국,"액션,어드벤처",미국,액션,프란시스 로렌스,20104247,라이온스 게이트 필름즈,,,,,,,,,
20156360,개구리왕국,Frog Kingdom,2014,20151112,장편,개봉,중국,"애니메이션,어드벤처",중국,애니메이션,넬슨 신,,,,,,,,,,,
20148843,스피드,Speed,2014,20151022,장편,개봉,한국,드라마,한국,드라마,이상우,20139155,(주)무비엔진,,,,,,,,,
20158682,꾸루꾸루와 친구들: 무지개 나무의 비밀,,2015,20151119,장편,개봉,한국,애니메이션,한국,애니메이션,문제대,20030042,(주)팡고엔터토이먼트,,,,,,,,,
20156570,크림슨 피크,Crimson Peak,2015,20151125,장편,개봉,미국,"판타지,스릴러",미국,판타지,길예르모 델 토로,,,,,,,,,,,
20141608,거짓말,The Liar,2014,20151029,장편,개봉,한국,드라마,한국,드라마,김동명,20157394,방인리필름,,,,,,,,,
20157192,슈퍼히어로 어벤져,Avengers Grimm,2015,20151112,장편,개봉,미국,"액션,어드벤처,판타지",미국,액션,제레미 M. 인맨,,,,,,,,,,,
20159077,몰 : 데이투킬,Mall,2014,20150910,장편,개봉,미국,드라마,미국,드라마,조셉 한,,,,,,,,,,,
20144881,서유기 : 모험의 시작,Journey to the West: Conquering the Demons,2013,20150205,장편,개봉,중국,"코미디,액션,판타지",중국,코미디,주성치,,,곽자건,,,,,,,,
20157176,오디세오,Odysseo,2015,20151022,장편,개봉,한국,공연,한국,공연,정성복,20063278,(주)패뷸러스,,,,,,,,,
20155274,모텔,Motel,2015,20151110,장편,개봉,한국,"멜로/로맨스,스릴러,미스터리",한국,멜로/로맨스,이숭환,20063099,(주)케이알씨지,,,,,,,,,
20158203,친구엄마,Buddy’s Mom,2015,20151112,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,공자관,20139616,밀크픽처스,,,,,,,,,
20155010,슈퍼 스파이: 수상한 임무,Mortadelo and Filemon: Mission Implausible,2014,20151015,장편,개봉,스페인,애니메이션,스페인,애니메이션,하비에르 페서,,,,,,,,,,,
20157705,오퍼레이터,Operator,2015,20151119,장편,개봉,미국,"범죄,액션",미국,범죄,아마리아 올슨,,,오빈 올슨,,,,,,,,
20157290,앱,App,2013,20151119,장편,개봉,네덜란드,스릴러,네덜란드,스릴러,바비 보어만스,,,,,,,,,,,
20155740,아이돌 마스터 무비 : 빛의 저편으로!,THE IDOLM@STER MOVIE,2014,20151119,장편,개봉,일본,애니메이션,일본,애니메이션,니시고리 아츠시,,,,,,,,,,,
20157292,아스타 라 비스타,Hasta la Vista,2011,20151119,장편,개봉,벨기에,드라마,벨기에,드라마,제프리 엔트호벤,,,,,,,,,,,
20152121,리그레션,Regression,2015,20151015,장편,개봉,"스페인,캐나다",스릴러,스페인,스릴러,알레한드로 아메나바르,,,,,,,,,,,
20150862,더 랍스터,The Lobster,2015,20151029,장편,개봉,"영국,그리스,아일랜드,네덜란드,프랑스","판타지,멜로/로맨스",영국,판타지,요르고스 란티모스,,,,,,,,,,,
20156385,낫 마이 데이,Not My Day,2014,20151008,장편,개봉,독일,"액션,코미디",독일,액션,피터 쏘워스,,,,,,,,,,,
20158465,셜록홈즈-비밀의 열쇠,Sherlock Holmes,2010,20151119,장편,개봉,미국,"미스터리,SF,액션",미국,미스터리,레이첼 골덴버그,,,,,,,,,,,
20155054,더 원 아이 러브,The One I Love,2014,20151105,장편,개봉,미국,"판타지,멜로/로맨스",미국,판타지,찰리 맥도웰,,,,,,,,,,,
20155386,디판,Dheepan,2015,20151022,장편,개봉,프랑스,드라마,프랑스,드라마,자크 오디아르,,,,,,,,,,,
20156973,당신의 세상은 지금 몇 시?,What's the Time in Your World?,2014,20151119,장편,개봉,"프랑스,이란",드라마,프랑스,드라마,사피 야즈다니안,,,,,,,,,,,
20155546,애니를 위하여,Decoding Annie Parker,2013,20151022,장편,개봉,미국,드라마,미국,드라마,스티븐 번스타인,,,,,,,,,,,
20155536,경계의 저편 : I'LL BE HERE -미래편-,BEYOND THE BOUNDARY – I'LL BE HERE - FUTURE,2015,20151008,장편,개봉,일본,"애니메이션,판타지,액션,멜로/로맨스",일본,애니메이션,이시다테 타이치,,,,,,,,,,,
20155738,5 투 7,5 to 7,2014,20151119,장편,개봉,미국,"코미디,멜로/로맨스",미국,코미디,빅터 레빈,,,,,,,,,,,
20157840,욕정의 기모노 정사,FORBIDDEN SINTER,2014,20151118,장편,개봉,일본,성인물(에로),일본,성인물(에로),쿠보데라 카즈토,,,,,,,,,,,
20157850,사랑과 성욕의 차이,The case file of Greed wife,2014,20151118,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20156869,갈리폴리 상륙작전,Son Mektup: Last Letter from Gallipoli,2015,20151112,장편,개봉,터키,"전쟁,액션,드라마",터키,전쟁,오잔 에렌,,,,,,,,,,,
20155412,후궁:왕의 음탕한 정사,OOKU 2,2006,20151117,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,하세가와 구니히로,,,,,,,,,,,
20155273,핫섹토크,,2015,20151103,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,이전,20063099,(주)케이알씨지,,,,,,,,,
20158701,세상끝의 사랑,Love At The End of The World,2015,20151112,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,김인식,20140448,(주)담소필름,,,,,,,,,
20151861,나도 때론 포르노그라피의 주인공이고 싶다,,2015,20151112,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,장성수,20063058,(주)피터팬픽쳐스,,,,,,,,,
20157432,007 스펙터,Spectre,2015,20151111,장편,개봉,"영국,미국","액션,어드벤처,범죄,스릴러",영국,액션,샘 멘데스,,,,,,,,,,,
20156424,줄루 범죄도시,Zulu,2014,20151111,장편,개봉,"프랑스,남아프리카공화국","범죄,액션",프랑스,범죄,제롬 살레,,,,,,,,,,,
20155646,위아 유어 프렌즈,We Are Your Friends,2015,20151112,장편,개봉,"미국,영국,프랑스","드라마,멜로/로맨스",미국,드라마,맥스 조셉,,,,,,,,,,,
20150831,세컨드 마더,The Second Mother,2015,20151112,장편,개봉,브라질,"가족,드라마",브라질,가족,안나 무이라에르트,,,,,,,,,,,
20156629,더 크로니클: 뮤턴트의 반격,Strayer's Chronicle,2015,20151112,장편,개봉,일본,"SF,액션",일본,SF,제제 다카히사,,,,,,,,,,,
20157836,흡족한 밤 - 마술과 섹스,Love of the clown,2014,20151111,장편,개봉,일본,성인물(에로),일본,성인물(에로),쿠보데라 카즈토,,,,,,,,,,,
20157839,유부녀의 음담패설-실화,The housing complex wives are dancing ,2014,20151111,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20157838,실제로 있었던 조건만남,Authentic record married woman encounter experience,2014,20151111,장편,개봉,일본,성인물(에로),일본,성인물(에로),쿠보데라 카즈토,,,,,,,,,,,
20157837,사쿠라 여자 수용소,Prison Amazones 2,2014,20151111,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20156383,아더와 미니모이 3: 두 세계의 전쟁,Arthur and the Two Worlds War,2010,20151105,장편,개봉,프랑스,애니메이션,프랑스,애니메이션,뤽 베송,,,,,,,,,,,
20155101,하늘을 걷는 남자,The Walk,2015,20151028,장편,개봉,미국,드라마,미국,드라마,로버트 저메키스,,,,,,,,,,,
20158096,미저리: 엘리베이터 여자,Elevator,2013,20151105,장편,개봉,이탈리아,"드라마,스릴러",이탈리아,드라마,마시모 코리또르,,,,,,,,,,,
20155845,포장마차,,2015,20151001,장편,개봉,한국,"코미디,멜로/로맨스",한국,코미디,최율권희,20063187,㈜리필름,,,,,,,,,
20157155,고시원,,2015,20151030,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,이영민,20154168,에이치케이 이엔엠,,,,,,,,,
20155537,경계의 저편 : I'LL BE HERE -과거편-,BEYOND THE BOUNDARY – I'LL BE HERE - PAST,2015,20151022,장편,개봉,일본,"애니메이션,판타지,액션,멜로/로맨스",일본,애니메이션,이시다테 타이치,,,,,,,,,,,
20155903,절정의 테크닉: 파동,Tokumei eroriman,2008,20151009,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,카와사키 미노루,,,,,,,,,,,
20158149,하드코어 디스코,Hardkor Disko,2014,20151105,장편,개봉,미국,액션,미국,액션,크시슈토프 스코니에츠니,,,,,,,,,,,
20149961,미안해 사랑해 고마워,Summer Snow,2015,20151028,장편,개봉,한국,드라마,한국,드라마,전윤수,20111091,타임박스엔터테인먼트(주),,,,,,,,,
20149202,특수부대: 정글의 전쟁,Tunnel Rats,2008,20151103,장편,개봉,"캐나다,독일","액션,전쟁,드라마",캐나다,액션,우베 볼,,,,,,,,,,,
20155763,택시,Taxi,2015,20151105,장편,개봉,이란,드라마,이란,드라마,자파르 파나히,,,,,,,,,,,
20154729,이스케이프,No Escape,2015,20151105,장편,개봉,미국,"액션,스릴러",미국,액션,존 에릭 도들,,,,,,,,,,,
20155277,더 셰프,Burnt,2015,20151105,장편,개봉,미국,드라마,미국,드라마,존 웰스,,,,,,,,,,,
20155224,더 기프트,The Gift,2015,20151105,장편,개봉,"호주,미국","미스터리,스릴러",호주,미스터리,조엘 에저튼,,,,,,,,,,,
20157827,어디까지 해봤니-유부녀,Greed without the confession end of married woman M,2013,20151104,장편,개봉,일본,성인물(에로),일본,성인물(에로),오부치 아키라,,,,,,,,,,,
20157826,발칙한 사정열차 - 그놈의 느낌,The pervert last train... which wants you to touch it,2013,20151104,장편,개봉,일본,성인물(에로),일본,성인물(에로),오부치 아키라,,,,,,,,,,,
20157829,상사를 사랑한 여직원,Girl's Love I came to like the boss,2014,20151104,장편,개봉,일본,성인물(에로),일본,성인물(에로),카타오카 슈지,,,,,,,,,,,
20157828,굴욕 조교 - 불타는 유부녀,Rape training,2014,20151104,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20150921,미션스쿨,Mission School,2015,20151015,장편,개봉,한국,드라마,한국,드라마,강의석,20157828,강의석필름,,,,,,,,,
20158103,언내추럴,Unnatural,2015,20151104,장편,개봉,미국,"액션,공포(호러)",미국,액션,행크 브랙스톤,,,,,,,,,,,
20157856,그녀는 맛있는 섹스파트너,Josyu_Sigma,2006,20151104,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,사스가 사스케,,,,,,,,,,,
20140207,꼬마 유령,The Little Ghost,2013,20150611,장편,개봉,"독일,스위스","판타지,가족",독일,판타지,알랑 그스포너,,,,,,,,,,,
20133667,폴라로이드,Polaroid,2013,20150716,장편,개봉,"한국,중국","드라마,가족",한국,드라마,주호성,20050179,(주)아우라씨엔씨,,,,,,,,,
20157732,악령의 땅,Evil Estate,2013,20151029,장편,개봉,미국,공포(호러),미국,공포(호러),안소니 J. 리케르트-엡스타인,,,,,,,,,,,
20153202,스파이 서바이버,Survivor,2015,20151005,장편,개봉,"미국,영국","액션,스릴러",미국,액션,제임스 맥티그,,,,,,,,,,,
20113634,덫: 치명적인 유혹,Trap,2014,20150917,장편,개봉,한국,"스릴러,멜로/로맨스,드라마",한국,스릴러,봉만대,20100004,지오엔터테인먼트,,,,,,,,,
20156763,수상한 미용실,,2015,20151028,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,한동호,20142128,주식회사 비엠미디어,,,,,,,,,
20143502,어떤살인,The Lost Choices,2015,20151028,장편,개봉,한국,스릴러,한국,스릴러,안용훈,20100938,(주)전망좋은 영화사,,,,20139196,TCO(주)더콘텐츠온,,,,
20144481,타임 패러독스,Predestination,2014,20150107,장편,개봉,호주,"SF,스릴러",호주,SF,마이클 스피어리그,,,피터 스피어이그,,,,,,,,
20134800,그라운드의 이방인,Strangers on the Field,2014,20150319,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,김명준,20100036,㈜인디스토리,,,,,,,,,
20156870,새폴더2,New Folder 2,2015,20151023,장편,개봉,한국,"드라마,코미디",한국,드라마,황상원,20155354,더사람픽쳐스,,,,,,,,,
20141663,라이브 TV,Live TV,2014,20151001,장편,개봉,한국,공포(호러),한국,공포(호러),김선웅,20061867,(주)파레토웍스,손광수,,,20138959,더컨텐츠콤(주),,,,
20157703,직장섹스: 미국 남사장과 일본 여직원들,Tasogare sukebee,2003,20151030,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,토모마츠 나오유키,,,,,,,,,,,
20156252,1941: 세바스토폴 상륙작전,Battle for Sevastopol,2015,20151022,장편,개봉,러시아,"전쟁,액션",러시아,전쟁,세르게이 모크리츠키,,,,,,,,,,,
20155826,치외법권,Untouchable Lawmen,2015,20150827,장편,개봉,한국,액션,한국,액션,신동엽,20142988,(주)유니프로,,,,20153568,(주)스톰픽쳐스코리아,,,,
20156092,황금 육체-정사의 맛,Golden body,2014,20151026,장편,개봉,일본,성인물(에로),일본,성인물(에로),하세가와 쿠니히로,,,,,,,,,,,
20154730,화장실의 피에타,Pieta In The Toilet,2015,20151029,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,마츠나가 다이시,,,,,,,,,,,
20157162,파라노말 인시던트,616 Paranomal incident,2014,20151029,장편,개봉,미국,공포(호러),미국,공포(호러),듀크 히치콕,,,,,,,,,,,
20154601,인생면허시험,Learning to Drive,2014,20151029,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,이자벨 코이젯트,,,,,,,,,,,
20150703,에덴: 로스트 인 뮤직,Eden,2014,20151029,장편,개봉,프랑스,드라마,프랑스,드라마,미아 한센-로브,,,,,,,,,,,
20154301,앙리 앙리,Henri Henri,2014,20151029,장편,개봉,캐나다,드라마,캐나다,드라마,마틴 탈봇,,,,,,,,,,,
20157190,안드로이드 캅,Android Cop,2014,20151029,장편,개봉,미국,"액션,SF",미국,액션,마크 앳킨스,,,,,,,,,,,
